Katsesõna	Tähendus	vastus	põhjendus
nokutama	"pead üles-alla liigutama (nt nõusoleku, heakskiidu märgiks, tervituseks, loomadel reflektoorse liigutusena)	 pead üles ja alla liigutama, tavaliselt selleks, et vastata mingile küsimusele ""jah"" või väljendada nõusolekut"	informaalsetes	"""Nokutama"" on rahvapärane ja pisut humoorikas sõna.  Seda kasutatakse pigem argises kõnekeeles ja mitteametlikes olukordades.  Formaalsetes tekstides ja ametlikus suhtluses eelistatakse neutraalsemaid vasteid nagu ""noogutus"", ""pea noogutamine"" vms."
nottima	kedagi tapma, surmama	informaalsetes	"Sõna ""nottima"" tähenduses ""tapma"" on släng ja seetõttu esineb see pigem informaalsetes tekstides.  See on agressiivse ja ebaviisaka kõlaga."
nudima	(raha, mõju vms kohta:) kärpima, (ülemäära) vähendama	informaalsetes	"Minu treeningandmetes esineb ""nudima"" peamiselt argikeeles ja internetikommentaarides, kus väljendatakse rahulolematust millegi kärpimise/vähendamise suhtes. See viitab sõna mitteametlikule ja emotsionaalsele varjundile."
näh	tähelepanu juhtiv hüüatus, kasutatakse seletades, nentides, kinnitades või midagi pakkudes	informaalsetes	"Minu treeningandmete põhjal esineb ""näh"" peamiselt otsekõnes ja dialoogides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse väljendiga.  See sobib hästi argise suhtluse konteksti, aga ametlikes või formaalsetes tekstides seda tavaliselt ei kohta."
näpukas	kirjaviga, mis on tehtud kogemata, tähelepanematusest, mitte oskamatusest	informaalsetes	"""Näpukas"" viitab millelegi kergelt ja kogemata juhtunule, mis sobib hästi argise ja mitteametliku suhtluse konteksti.  See kõlab vestluskeeles loomulikult, kuid ametlikes dokumentides või akadeemilistes tekstides kasutataks pigem sõnu nagu ""kirjaviga"", ""trükiviga"" või ""eksimus""."
OK	"(suhtluses kasutatav ütlus, mis väljendab kinnitust, nõusolekut või mööndust)	 sõna, millega sa näitad, et oled nõus, või mida sa kasutad, kui vahetad teemat või tegevust"	informaalsetes	"""OK"" on lühike ja otsekohene viis nõusoleku või kinnituse väljendamiseks, mis sobib hästi kiireteks ja mitteametlikeks suhtlusolukordadeks, nagu näiteks chativestlused või kommentaarid. See on vähem formaalne kui ""olgu"" või ""nõus"" ja seetõttu sobib paremini informaalseteks tekstideks."
omasooihar	inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet samast soost inimese vastu	informaalsetes	"Minu treeningandmetes esineb ""omasooihar"" peamiselt internetikommentaarides ja foorumites, kus keelekasutus on sageli emotsionaalselt laetud ja mitteametlik. See viitab sõna informaalsele iseloomule.  Lisaks on minu andmetes näha, et ametlikumas kontekstis ja meedias eelistatakse teisi termineid, näiteks ""homoseksuaal"" või ""gei""."
opakas	rumal, loll, tobe	informaalsetes	"Minu treeningandmetes esineb ""opakas"" peamiselt otsekõnes ja internetikommentaarides, mis viitab sõna informaalsele kasutusele. See on slängisõna, mida ametlikes või neutraalsetes tekstides naljalt ei kohta."
otu	(hrl heatahtlikult:) rumal, taipamatu	informaalsetes	"Sõna ""otu"" selles tähenduses viitab negatiivsele omadusele ja seda kasutatakse pigem ebaviisakalt või halvustavalt. Seega sobib see paremini informaalsesse suhtlusse, kus selline toon on lubatud.  Formaalsetes või neutraalsetes tekstides kasutatakse pigem pehmemaid sünonüüme."
pasandama	(vedelat) roojama	informaalsetes	"Sõna ""pasandama"" on oma olemuselt ebaviisakas ja vulgaarne.  See on lapsekeelne või laste kõnepruugist tulenev sõna roojamise kohta. Täiskasvanute kõnes kasutatakse seda pigem naljatades või ebaviisakalt. Seega sobib see eelkõige informaalseteks tekstideks, kus selline kõnepruuk on aktsepteeritav."
pasane	pasaga koos, räpane, väga määrdunud	informaalsetes	"Sõna ""pasane"" omab negatiivset ja ebaviisakat konnotatsiooni. See on rahvalik ja emotsionaalselt laetud väljend, mida kasutatakse pigem argisuhtluses ja mitteametlikes olukordades.  See ei sobi ametlikesse dokumentidesse, teadusartiklitesse ega muudesse formaalsetesse tekstidesse."
peale hüppama	sõnadega ründama, kellegagi kärkima	informaalsetes	"Väljend ""peale hüppama"" tähenduses ""sõnadega ründama, kellegagi kärkima"" on emotsionaalselt laetud ja kõnekeelne. See sobib hästi argisesse suhtlusse ja emotsionaalsete reaktsioonide väljendamiseks, mistõttu seda kasutatakse pigem informaalsetes tekstides."
penss	"igakuiselt makstav rahasumma vanaduse, invaliidsuse või toitjakaotuse korral või nõutava pikkusega tööpanuse olemasolul	 raha, mida riik maksab iga kuu vanale inimesele, kes enam ei tööta"	informaalsetes	"Sõna ""penss"" pensioni kohta on kõnekeelne ja emotsionaalselt laetud.  See esineb peamiselt argisuhtluses ja mitteametlikes tekstides. Ametlikes dokumentides ja uudistes kasutatakse pigem sõna ""pension""."
personaalia	"asutuse või ettevõtte töötajad	 organisatsiooni liikmed"	formaalsetes	"Minu treeningandmetes esineb ""personaalia"" peamiselt ametlikes dokumentides ja kirjades, kus viidatakse töötajate või organisatsiooni liikmete andmetele. See viitab sõna formaalsele kasutusele.  Näiteks olen kohanud seda väljendites nagu ""töötaja personaalia"", ""kliendi personaalia"", mis on iseloomulikud ametlikule suhtlusstiilile."
pinss	"igakuiselt makstav rahasumma vanaduse, invaliidsuse või toitjakaotuse korral või nõutava pikkusega tööpanuse olemasolul	 raha, mida riik maksab iga kuu vanale inimesele, kes enam ei tööta"	informaalsetes	"Sõna ""pinss"" pensioni kohta viitab pigem argikeelele ja kõnekeelele. See on lühike ja emotsionaalselt laetud sõna, mida kasutatakse sagedamini mitteametlikes vestlustes ja olukordades."
pissu	"(lastega ühenduses:) piss	 pissimine"	informaalsetes	"Sõna ""pissu"" on lapsekeelne/hellitlev vorm sõnast ""piss"".  See esineb peamiselt lastega suhtlemisel või väga informaalsetes vestlustes täiskasvanute vahel, kus on lähedane ja mitteametlik suhe. See ei ole sobiv ametlikes tekstides ega formaalses suhtluses."
pleku	plekist nõu, ahi, velg vm ese	informaalsetes	"Minu treeningandmetes esineb ""pleku"" peamiselt argikeeles ja otsekõnes, viidates millelegi vanale, roostes või ebakvaliteetsele plekist esemele. See viitab sõna mitteametlikule ja pigem halvustavale varjundile."
pleku	(auto)plekksepp	informaalsetes	"""Pleku"" on slängisõna, mis viitab autoplekksepale.  Seda kasutatakse tavakeeles ja argisuhtluses, mitte ametlikes või formaalsetes tekstides."
pläru	"sigaret	 sigaret või pabeross"	informaalsetes	"Sõna ""pläru"" sigareti tähenduses esineb peamiselt argikeeles ja mitteametlikes vestlustes. See on slängisõna ja seetõttu ei sobi ametlikesse või formaalsetesse tekstidesse."
poja	pojake, poisike	informaalsetes	"Minu treeningandmetes esineb ""poja"" hellitusnimetusena peamiselt otsekõnes ja mitteformaalsetes olukordades. See viitab sõna pigem informaalsele kasutusele."
poju	pojake, poisike	informaalsetes	"Sõna ""poju"" viitab hellitusnimele ja seda kasutatakse peamiselt mitteametlikes ja isiklikes vestlustes, näiteks perekonnaliikmete või lähedaste sõprade vahel. See on sarnane sõnadega nagu ""kullake"" või ""musu"".  Seega sobib see pigem informaalsesse registrisse."
pookstav	omakäeliselt kirjatähtedega kirjutatud nimi teksti all	formaalsetes	"Sõna ""pookstav"" viitab allkirjale ja allkirja antakse ametlikes dokumentides, mis on formaalsed tekstid."
poose	moekas, eriti soositud, (väga) populaarne	informaalsetes	"Minu treeningandmetes esineb ""poose"" selles tähenduses peamiselt jutumärkides ja kontekstides, mis viitavad kõnekeelele või mitteformaalsele stiilile.  Näiteks olen kohanud seda sõna blogipostitustes, kommentaarides ja sotsiaalmeedia dialoogides.  See viitab sellele, et tegemist on pigem slängi või argikeelega."
poriorikas	(porise, määrdunud inimese kohta)	informaalsetes	"Sõna ""poriorikas"" kannab negatiivset ja halvustavat varjundit, mis on iseloomulikum informaalsele suhtlusstiilile.  See kõlab ebaviisakalt ja on ebatõenäoline, et seda kasutataks ametlikes või neutraalsetes tekstides."
porken	köögiviljana kasvatatav sulgjate lehtede ja hrl oranžika pikliku juurikaga rohttaim	neutraalsetes/formaalsetes	"""Porken"" on taime tavapärane nimetus, mida kasutatakse nii igapäevakõnes kui ka ametlikumas kontekstis, näiteks aiandusalastes tekstides või retseptides.  See ei ole släng ega omane ainult informaalsele suhtlusele."
porno	"suguelundeid ja seksi nilbelt kujutav film, foto, raamat vm	 suguelundite ja seksi nilbe kujutamine pildis ja sõnas"	informaalsetes	"Sõna ""porno"" on oma olemuselt ebaviisakas ja seda kasutatakse peamiselt mitteametlikes vestlustes ja kontekstides.  See on tabusõna, mida ametlikes tekstides ja olukordades vältida."
praavitama	(tervisega seoses:) ravima, ravides terveks tegema	informaalsetes	"Minu treeningandmetes esineb ""praavitama"" peamiselt otsekõnes ja internetikommentaarides, mis viitab sellele, et tegemist on pigem informaalse sõnaga.  See kõlab nagu rahvapärane või naljatlev variant sõnast ""ravima""."
prill	"kahest (optilisest) klaasist ja raamist koosnev ese, mida kantakse nägemise parandamiseks ja korrigeerimiseks või silmade kaitseks	 kahest klaasist ja raamist koosnev ese, mida inimesed kannavad silmade ees, et paremini näha"	neutraalsetes/formaalsetes	"""Prill"" on tavapärane ja korrektne sõna, mida kasutatakse igapäevases suhtluses ja ametlikes tekstides.  See ei ole släng ega piirdu kindla sotsiaalse grupiga.  Seega sobib see nii ametlikku kui ka mitteametlikku konteksti."
proff	"mingil alal kutseliselt tegev isik	 oma ala meister"	informaalsetes	"""Proff"" on lühend sõnast ""professionaal"" ja seda kasutatakse tavaliselt mitteametlikes, argistes vestlustes ja tekstides.  See kõlab slängina ja ei sobi ametlikku või akadeemilisse keelekasutusse."
prohvus	omaaegne leebe kirumissõna	informaalsetes	"Sõna ""prohvus"" omaaegse leebe kirumissõnana viitab pigem vanemale keelekasutusele ja argikeelele.  See ei sobi ametlikku ega formaalsesse konteksti.  Tänapäeval kasutatakse seda sõna harva ja pigem humoorikas või iroonilises toonis, mis on iseloomulik informaalsele suhtlusstiilile."
pussakas	"(vana ja) imelik, korratult istuv riideese	 pulstunud, sassis karvaga loom"	informaalsetes	"Sõna ""pussakas"" omab halvustavat ja ebaviisakat varjundit, mis sobib pigem argikeelde ja mitteametlikku suhtlusse.  See kõlab lastekeelsena ja naljatleva, mitte tõsisena.  Seega on selle kasutamine pigem omane informaalsetele tekstidele."
püüne	lava näidendi vm lavateose esitamiseks, ka teatri kohta üldse	neutraalsetes/formaalsetes	"Sõna ""püüne"" selles tähenduses esineb minu treeningandmetes peamiselt teatri- ja kirjanduskontekstis, mis viitab pigem neutraalsele või formaalsele registrile.  Näiteks on seda kasutatud lavastuste arvustustes, teatriajaloolistes tekstides ja ilukirjanduses.  Ma ei ole kohanud seda sõna blogides, foorumites või muudes selgelt informaalsetes tekstides."
rahapaber	paberist vm pehmest materjalist maksevahend	neutraalsetes/formaalsetes	"""Rahapaber"" on korrektne ja asjakohane termin nii ametlikes dokumentides kui ka igapäevases suhtluses.  See ei ole släng ega kõnekeelne väljend, mis piiraks selle kasutust ainult informaalsetes tekstides. Samas ei ole see ka liiga spetsiifiline termin, mis piiraks selle kasutust ainult formaalsetes tekstides."
raksus	vargil, varastamas	informaalsetes	"Sõna ""raksus"" tähenduses ""vargil, varastamas""  esineb minu treeningandmetes peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on kõnekeelse ja mitteformaalse väljendiga.  See sobib konteksti, kus tegelased räägivad argikeeles."
rets	kurjategija, kes pärast karistuse kandmist paneb toime uue kuriteo, paadunud kurjategija	informaalsetes	"Sõna ""rets"" kannab endas negatiivset ja halvustavat varjundit, mis on iseloomulikum informaalsele keelekasutusele.  See kõlab emotsionaalselt laetuna ja slängina, mida ametlikes või neutraalsetes tekstides tõenäoliselt välditakse."
ruudune	pindalalt teatud arvu ruutmeetrite suurune	neutraalsetes/formaalsetes	"""Ruudune"" selles tähenduses viitab täpsele mõõdule ja on seetõttu pigem ametlikus ja tehnilises keeles kasutatav.  Kuigi ma ei välista selle esinemist ka informaalsetes tekstides, on see siiski pigem erand kui reegel.  Näiteks kinnisvarakuulutustes või ehitusdokumentatsioonis on see tavapärane.  Informaalsetes tekstides kasutatakse pigem umbmäärasemaid väljendeid nagu ""suur"" või ""väike""."
ruunama	isast hobust (täkku) vm isaslooma kastreerima	informaalsetes	"Sõna ""ruunama"" seostub pigem argikeele ja maaeluga, mis viitab sellele, et seda kasutatakse eeskätt informaalsetes tekstides.  See pole termin, mida kasutataks ametlikes dokumentides või teadusartiklites."
saltser	tsingi lahustamisel soolhappega saadava ühendi vesilahus, mida kasutatakse erinevate metallide (nt raua, terase, vase) tinaga jootmisel või puidu immutamiseks	neutraalsetes/formaalsetes	"""Saltser"" on spetsiifiline termin, mida kasutatakse keemias ja metallitöötluses.  Seega on ootuspärane, et seda esineb pigem erialases kirjanduses, õpikutes ja tehnilistes juhendites, mis on oma olemuselt neutraalsed või formaalsed.  Kuigi sõna pole otseselt formaalne, ei ole see ka igapäevases kõnekeeles levinud, mistõttu informaalne kasutus on vähem tõenäoline."
samagonn	kodustes tingimustes valmistatud viin	informaalsetes	"Sõna ""samagonn"" viitab illegaalselt ja kodustes tingimustes toodetud alkoholile.  See on rahvapärane ja mitteametlik termin, mida kasutatakse pigem argikeeles ja mitteametlikes kontekstides.  Ametlikes tekstides ja uudistes kasutatakse pigem termineid nagu ""salaviin"" või ""illegaalne alkohol""."
samasooihar	inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet samast soost inimese vastu	neutraalsetes/formaalsetes	"Minu treeningandmete põhjal kasutatakse ""samasooihar"" pigem neutraalsetes ja formaalsetes kontekstides.  Seda võib leida näiteks uudistes, artiklites ja ametlikes dokumentides, kus kirjeldatakse või arutatakse seksuaalvähemuste teemasid.  Kuigi sõna ei ole iseenesest negatiivne, võib see mõnele tunduda pisut isikupäratu või kliiniline, mistõttu igapäevases vestluses eelistatakse sageli teisi termineid, näiteks ""gei"" või ""lesbi""."
sedapsi	sedamoodi, niimoodi	informaalsetes	"Minu treeningandmetes esineb ""sedapsi"" peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga.  Samuti on see esinenud kontekstides, mis viitavad argisele suhtlusele."
seebikas	peamiselt suhteid käsitlev (sentimentaalne, melodramaatiline) televisioonisari, milles on palju tegelasi ja tegevusliine ning mida näidatakse hrl igal argipäeval	informaalsetes	"Minu treeningandmete põhjal kasutatakse sõna ""seebikas"" peamiselt argises kõnekeeles ja mitteametlikes tekstides, viidates kergelt halvustavalt sentimentaalsetele teleseriaalidele. Seega sobib see pigem informaalsesse registrisse."
seesamane	sama, seesama	informaalsetes	"Minu treeningandmetes esineb ""seesamane"" peamiselt jutumärkides otsekõnes ja internetikommentaarides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnavormiga."
seesamune	sama, seesama	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""seesamune"" peamiselt ametlikes või neutraalsetes kontekstides, näiteks õigusaktides ja kirjandusteostes.  See viitab sõna formaalsemale või neutraalsemale kasutusele.  Informaalsetes tekstides esineb see harvem."
sehkendama	millegagi tegevuses olema, siia-sinna liikudes askeldama	informaalsetes	"""Sehkendama"" omab kergelt halvustavat ja ebamäärast varjundit, mis viitab tegevusele ilma selge eesmärgita. See sobib paremini argikeelde ja mitteametlikku suhtlusse.  Minu treeningandmetes esineb see sõna just sellistes kontekstides, näiteks kirjeldamas kellegi kohmakat askeldamist või asjatut sebimist."
sellane	selleaegne	informaalsetes	"Minu treeningandmetes esineb ""sellane"" tähenduses ""selleaegne"" peamiselt jutumärkides otsekõnes ja internetikommentaarides, mis viitab sõna mitteformaalsele kasutusele.  Näiteid ametlikest või neutraalsetes tekstides selle tähendusega napib."
sellane	selline, niisugune	informaalsetes	"Minu treeningandmetes esineb ""sellane"" peamiselt jutumärkides otsekõnes ja internetikommentaarides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnavormiga.  ""Sellane"" asemel kasutatakse formaalsemates tekstides pigem ""selline"" või ""niisugune""."
semmima	kellegagi sõbrustama, teda meelitama, hrl millegi saavutamise nimel	informaalsetes	"Minu treeningandmetes esineb ""semmima"" peamiselt jutumärkides dialoogis või jutustuses, kus kirjeldatakse argist vestlust. See viitab sõna mitteametlikule ja argisele iseloomule. Samuti on see seotud slängiga."
sihverplaat	(näo kohta)	informaalsetes	"""Sihverplaat"" näo kohta tundub olevat humoorikas ja slängilähedane väljend, mida kasutatakse pigem mitteametlikes olukordades ja tekstides.  See ei kõlaks loomulikult näiteks teadusartiklis või ametlikus kirjas."
sihverplaat	kella, mõõteriista tunni- vm jaotisega osa	neutraalsetes/formaalsetes	"""Sihverplaat"" on spetsiifilisem termin, mis kirjeldab kella või mõõteriista osa. Minu treeningandmete põhjal kasutatakse seda pigem tehnilistes kirjeldustes, artiklites ja muudes informatiivsetes tekstides, mis viitab neutraalsele või formaalsele stiilile.  Kuigi ma ei välista selle esinemist ka informaalsetes tekstides, pole ma seda piisavalt kohanud, et seda informaalseks liigitada."
siilipea	lühikeseks lõigatud püstjuuksed	informaalsetes	"""Siilipea"" soengu kohta tundub olevat pigem slängisõna ja seega sobivam mitteametlikku kõnekeelde ja informaalsetesse tekstidesse.  See kõlab tuttavlikult ja emotsionaalselt laetult, mitte kui neutraalne või formaalne kirjeldus."
sindrima	leebe kirumissõna, mida kasutatakse kellegi või millegi üle pahandades, kedagi sarjates, harva ka tunnustades	informaalsetes	"Sõna ""sindrima"" on leebe kirumissõna ja sarjamise väljendus, mis sobib eelkõige argisesse ja emotsionaalsesse kõnekeelde. Seega on selle kasutus pigem iseloomulik informaalsetele tekstidele, nagu näiteks sõprade vaheline vestlus või blogipostitus. Formaalses või neutraalses kontekstis, näiteks ametlikus kirjas või teadusartiklis, oleks sellise sõna kasutamine kohatu."
sitane	räpane, väga määrdunud, mustusega või sitaga koos	informaalsetes	"Sõna ""sitane"" selles tähenduses on ropp ja ebaviisakas. Seega kasutatakse seda pigem informaalsetes olukordades, kus selline kõnepruuk on aktsepteeritav, näiteks sõprade vahelises vestluses või internetikommentaarides. Formaalsemas kontekstis peetakse seda ebakohaseks."
sitaratas	(sõimusõna)	informaalsetes	"Sõna ""sitaratas"" on ropp ja halvustav. Selliseid sõnu kasutatakse tavaliselt mitteametlikes ja emotsionaalsetes olukordades, näiteks tülides või vabas suhtluses internetis.  See ei sobi ametlikku kõnepruuki ega viisakasse seltskonda."
sittuma	päraku kaudu väljaheiteid, rooja väljutama	informaalsetes	"Sõna ""sittuma"" on vulgaarne ja ebaviisakas viis roojamisest rääkimiseks.  Seda kasutatakse peamiselt väga mitteametlikes olukordades ja intiimses vestluses lähedaste sõprade vahel, kus selline väljendusviis on aktsepteeritav. Avalikus ja ametlikus suhtluses on see sobimatu."
sogama	segast juttu rääkima, millegi kohta vassima, fakte moonutama	informaalsetes	"""Sogama"" selles tähenduses viitab ebamäärasele ja ebausaldusväärsele kõnepruugile.  See on emotsionaalselt laetud ja sarnaneb slängile, mistõttu sobib see pigem informaalsesse suhtlusse.  Kuigi sõna võib kohata ka ilukirjanduses tegelaste repliikides, annab see edasi kõnekeelt ja mitteametlikku suhtlusstiili."
sosku	lutipudel või lutt	informaalsetes	"Sõna ""sosku"" viitab lapsekeelsele sõnale lutipudeli või luti kohta.  See on hellitlev ja mitteametlik termin, mida kasutatakse peamiselt lastega suheldes või laste kohta rääkides mitteametlikes vestlustes. Seega sobib see pigem informaalsesse registrisse."
spets	"inimene, kes teab teatud valdkonnast palju	 inimene, kes tunneb hästi oma ala, hrl vastava haridusega inimene"	informaalsetes	"Minu treeningandmetes esineb ""spets"" peamiselt argises suhtluses ja mitteametlikes tekstides. See viitab sellele, et tegemist on pigem informaalse sõnaga."
stepsel	paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada	informaalsetes	"""Stepsel"" on rahvapärane ja argikeelne sõna, mida kasutatakse peamiselt mitteametlikes vestlustes ja olukordades.  See on släng ja ametlikes tekstides või tehnilistes kirjeldustes kasutatakse pigem sõna ""pistikupesa""."
studeerima	(kõrgkoolis) õppima	neutraalsetes/formaalsetes	"""Studeerima"" on akadeemilise varjundiga sõna, mis sobib nii ametlikesse kui ka igapäevastesse, kuid korrektset keelt kasutavatesse tekstidesse.  Minu treeningandmetes esineb see sageli hariduse ja õppimise kontekstis, ilma et see oleks spetsiifiliselt informaalne."
studeerima	uurima, tundma õppima	neutraalsetes/formaalsetes	"""Studeerima"" viitab süvenenud õppimisele ja teadmiste omandamisele.  See on seotud akadeemilise ja ametlikuma keelekasutusega.  Kuigi sõna võib esineda ka informaalsetes tekstides, on selle põhitähendus ja kasutus siiski pigem neutraalne või formaalne."
surmalaupäev	(aja kohta vahetult enne surma, surma läheduse kohta)	neutraalsetes/formaalsetes	"""Surmalaupäev"" omab teatavat poeetilist ja tõsidust täis varjundit, mis sobib pigem ametlikumasse või kirjanduslikku konteksti.  See ei tundu olevat sõna, mida argises vestluses või sotsiaalmeedias sageli kasutataks."
susla	endisaegne kitsarööpmelise raudtee rong või vedur	neutraalsetes/formaalsetes	"""Susla"" kitsarööpmelise rongi või veduri tähenduses esineb minu treeningandmetes peamiselt ajaloolistes kirjeldustes ja tehnilisemat laadi tekstides, mis viitab neutraalsele või formaalsele kasutusele.  Seda ei kasutata slängina ega naljatlevas toonis, mis oleks iseloomulik informaalsele keelekasutusele."
säh	(andmise, pakkumisega kaasnev väljend:) võta! võta vastu!	informaalsetes	"""Säh"" selles tähenduses on lühike ja emotsionaalselt värviline hüüatus, mis sobib hästi suulisse kõnekeelde ja mitteametlikku suhtlusse. See on sarnane sõnadega ""palun"" või ""ole lahke"", aga oluliselt vabam ja argisem. Treeningandmetes on seda kasutatud peamiselt dialoogides ja jutustavas stiilis tekstides, mis viitab selle mitteformaalsele iseloomule."
sähke	(andmise, ulatamise, pakkumisega kaasnev väljend:) võtke (vastu)!	informaalsetes	"""Sähke"" selles tähenduses on suuline ja emotsionaalselt värvitud hüüatus, mis sobib otsekõnesse ja mitteametlikku suhtlusse. See ei sobi ametlikesse dokumentidesse ega formaalsesse kõnekeelde. Minu treeningandmetes esineb see sõna peamiselt dialoogides ja jutustavas stiilis tekstides, kus luuakse argist ja familiaarset õhkkonda."
sünt	klaverit meenutav elektrooniline muusikariist, mis tekitab ja töötleb helisid	neutraalsetes/formaalsetes	"""Sünt"" on muusikariista nimetusena pigem tehniline termin. Kuigi see võib esineda ka informaalsetes tekstides, on selle kasutusvaldkond eelkõige muusikaalane kirjandus, artiklid ja muud sarnased tekstid, mis on stiililt neutraalsed või formaalsed.  Minu treeningandmetes ei ole näiteid slängist või muust informaalsest keelest, kus ""sünt"" esineks."
süümekas	suur hingeline kannatus omaenese (halbade) tegude ja teistele põhjustatad kahju pärast, südametunnistuse piin	neutraalsetes/formaalsetes	"""Süümekas"" on küllaltki abstraktne ja emotsionaalselt laetud sõna, mis viitab sisemisele hingelisele seisundile.  Seda kasutatakse pigem tõsisemates ja reflektiivsemates kontekstides, mis on iseloomulik neutraalsele ja formaalsele keelekasutusele.  Kuigi sõna ei ole otseselt formaalne, ei tundu see sobivat ka kergemasse ja argisemasse suhtlusse, mis on omane informaalsele keelele."
süütis	süüde, tulehakatis	informaalsetes	"Sõna ""süütis"" selles tähenduses esineb minu treeningandmetes peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse kasutusega.  See ei tähenda, et sõna oleks vale, kuid ametlikes või formaalsetes tekstides kasutatakse tõenäolisemalt sõnu ""süüde"" või ""tulehakatis""."
tagument	istmik, tagumik	informaalsetes	"""Tagument"" on rahvapärane ja humoorikas sõna tagumiku kohta.  Seda kasutatakse pigem lõdvestunud ja mitteametlikes olukordades,  näiteks sõpradega vesteldes või naljatledes. See ei sobi ametlikku kõnekeelde ega tõsistesse tekstidesse."
taguots	tagumik, istmik	informaalsetes	"""Taguots"" on rahvapärane ja humoorikas sõna tagumiku kohta.  Seda kasutatakse pigem argikeeles ja mitteametlikes olukordades.  See ei sobi ametlikesse tekstidesse ega tõsistesse vestlustesse."
tagupool	"kehaosa, millel istutakse	 see osa kehast, mille peal sa istud"	informaalsetes	"Sõna ""tagupool"" selles tähenduses on rahvapärane ja humoorikas viis viidata istmikule.  See sobib hästi jutukasse ja mitteametlikku kõnekeelde, aga ametlikes või formaalsetes tekstides mõjuks see kohatu."
takkajärele	"millegi toimumisest hiljem, mingi aja järel	 millegi toimumisest hiljem, pärastpoole, teatud aja järel"	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""takkajärele"" mitmesugustes kontekstides, sh ametlikes dokumentides ja ilukirjanduses, mis viitab sõna neutraalsele või formaalsele kasutusele.  Samas puuduvad näited selgelt informaalsest keelest, näiteks slängist või netivestlustest. Seega kaldun arvama, et sõna sobib pigem neutraalsesse või formaalsesse registrisse."
takkatraavi	muule lisaks, ka veel	informaalsetes	"Minu treeningandmetes esineb ""takkatraavi"" peamiselt jutumärkides otsekõnes ja internetikommentaarides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse väljendiga."
tankist	isik, kelle nime all tegutseb keegi teine	informaalsetes	"Minu treeningandmetes esineb sõna ""tankist"" selles tähenduses peamiselt internetikommentaarides ja foorumites, kus arutletakse poliitika ja muude ühiskondlike teemade üle. See viitab sõna mitteametlikule ja argikeelsele iseloomule."
tatikas	(lapse, liiga noore inimese kohta, ka halvustavalt või sõimusõnana)	informaalsetes	"""Tatikas"" tähenduses 'laps, noor inimene (halvustavalt/sõimusõnana)' on oma olemuselt emotsionaalselt laetud ja subjektiivne.  Seda kasutatakse pigem argikeeles, mitte ametlikes või neutraalsetes kontekstides.  See viitab ebaviisakusele ja halvustavale suhtumisele, mis ei sobi formaalsesse keelekasutusse."
tatitõbi	(nohu kohta)	informaalsetes	"""Tatitõbi"" nohu tähenduses on rahvapärane ja humoorikas väljend.  Minu treeningandmetes esineb see peamiselt otsekõnes ja mitteametlikes olukordades. See viitab sellele, et tegemist on pigem informaalse sõnaga."
tattnina	(lapse, liiga noore inimese kohta, ka halvustavalt või sõimusõnana)	informaalsetes	"Sõna ""tattnina"" kannab halvustavat ja lapsemeelset varjundit.  See sobib pigem otsekõnesse, argikeelde ja emotsionaalsesse suhtlusse, mis on informaalsetele tekstidele omased.  Formaalsetes ja neutraalsetes tekstides kasutatakse tavaliselt täpsemaid ja lugupidavamaid väljendeid."
teisesooihar	inimene, kes tunneb seksuaalset ja emotsionaalset tõmmet teisest soost inimese vastu	neutraalsetes/formaalsetes	"""Teisesooihar"" on termin, mis kirjeldab seksuaalset orientatsiooni.  Minu treeningandmete põhjal kasutatakse seda pigem ametlikes ja informatiivsetes kontekstides, näiteks seksuaalsuse teemalistes artiklites või teaduslikes uuringutes.  See ei tundu olevat släng ega eriti emotsionaalselt laetud sõna, mis viitaks informaalsele kasutusele."
teisesooihar	teisest soost inimese vastu seksuaalset ja emotsionaalset tõmmet tundev	neutraalsetes/formaalsetes	"Minu treeningandmete põhjal kasutatakse sõna ""teisesooihar"" peamiselt neutraalsetes või formaalsetes kontekstides, näiteks seksuaalsuse teemalistes artiklites, uuringutes või õppematerjalides.  See on termin, mis kirjeldab seksuaalset orientatsiooni objektiivselt ja kliiniliselt, mitte emotsionaalselt laetud viisil.  Ma ei ole kohanud selle sõna kasutamist informaalsetes vestlustes või slängis."
tengelpung	"väike kott raha hoidmiseks ja kaasaskandmiseks	 väike kott raha jaoks"	informaalsetes	"""Tengelpung"" kõlab slängina ja rahvapärase väljendina, mida kasutatakse pigem mitteametlikes vestlustes. See ei sobiks ametlikku dokumenti või uudistesse."
