Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
ajaleht	lühikese ajavahemiku järel (nt iga päev või kord nädalas) ilmuv, päevasündmusi käsitlev ning meelelahutust pakkuv väljaanne (paberil, veebis)	neutraalsetes/formaalsetes	"Sõna 'ajaleht' on neutraalne põhisõna, mida kasutatakse laialdaselt nii ametlikus keelekasutuses, ajakirjanduses kui ka igapäevases suhtluses. See ei kanna endas informaalset või kõnekeelset varjundit. Sõna esineb sageli ametlikes tekstides, õigusaktides (nt ""ajalehe väljaandja""), akadeemilistes tekstides ning formaalsetes kontekstides."	ei kohaldu
seitung	lühikese ajavahemiku järel (nt iga päev või kord nädalas) ilmuv, päevasündmusi käsitlev ning meelelahutust pakkuv väljaanne (paberil, veebis)	informaalsetes	Sõna 'seitung' on laensõna saksa keelest (Zeitung) ja on eesti keeles vananenud ning kõnekeelne variant. Seda kasutatakse tänapäeval peamiselt informaalsetes kontekstides, tihti humoristliku või iroonilise varjundiga. See esineb sageli just vabamas suhtluses, blogides, sotsiaalmeedia postitustes või ilukirjanduses tegelaskõnes, kus soovitakse rõhutada kõnekeelsust või ajaloolist hõngu.	ajaleht, päevaleht, leht, ajakirjandusväljaanne
moekas	käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv	informaalsetes	Sõna 'moekas' on pigem kõnekeelne ja kasutatakse sagedamini mitteametlikus suhtluses, eriti moe-, elustiili- ja sotsiaalmeedia kontekstis. Sõna struktuur (-kas liide) ja kasutuskontekst viitavad informaalsemale registrile. See on emotsionaalselt laetud ja subjektiivne hinnangusõna, mida kohtab tihti blogides, foorumites ja igapäevases suhtluses.	moodne, trendikas, ajakohane, kaasaegne, moepärane
trendikas	käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv	informaalsetes	Sõna 'trendikas' on pigem kõnekeelne ja informaalne väljend, mida kohtab sagedamini blogides, sotsiaalmeedias, ajaviiteajakirjades ja igapäevases suhtluses. Sõna moodustus (-kas liide) ja inglise laensõnast 'trend' päritolu viitavad samuti informaalsemale kasutusele. See on eriti populaarne nooremate keelekasutajate seas ja vabamas õhkkonnas.	moodne, ajakohane, kaasaegne, nüüdisaegne, moepärane
käkerdis	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalsetes	Sõna 'käkerdis' on selgelt halvustava tooniga ning seda kasutatakse peamiselt kõnekeelses ja mitteametlikus suhtluses. See väljendab kõneleja negatiivset hinnangut tehtud töö kvaliteedile ning on oma emotsionaalse laetuse tõttu sobimatu ametlikus või neutraalses kontekstis.	praaktöö, ebakvaliteetne töö, mittekvaliteetne töö, puudulik töö
plätserdus	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalsetes	Sõna 'plätserdus' on kõnekeelne ja ekspressiivne väljend, mida kasutatakse peamiselt mitteametlikus suhtluses. Sõna häälikuline koostis (plätser-) ja tuletusliide (-dus) viitavad kõnekeelsele päritolule. Sellist sõna kohtab tõenäolisemalt argivestlustes, blogides, foorumites ja sotsiaalmeedia postitustes, kus väljendutakse vabamalt ja emotsionaalsemalt.	praak, ebakvaliteetne töö, kehvasti tehtud töö, lohakas töö, vilets töötulemus
vaib	eriline meeleolu või tunne, mille tekitab teatav koht, sündmus, muusikapala vms	informaalsetes	Sõna 'vaib' on inglise keele sõnast 'vibe' tuletatud laensõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes olukordades, eriti noorte seas ning sotsiaalmeedias. See on uuem keelend, mis pole veel neutraalset staatust saavutanud. Sõna esineb tihti just vabamas suhtluses, blogides, sotsiaalmeedia postitustes ja informaalsetes vestlustes.	meeleolu, atmosfäär, õhkkond, aura, meelelaad, tunnetus
nett	arvutivõrkude vaheline ühendus, mis võimaldab mitut tüüpi sideteenuseid (nt sõnumsidet, failiedastust); mis tahes arvutivõrkude üldnimetus	informaalsetes	Sõna 'nett' on kõnekeelne lühend sõnast 'internet' ning seda kasutatakse peamiselt mitteametlikus suhtluses, sotsiaalmeedia postitustes, foorumites ja igapäevases vestluses. See on lühem ja mugavam variant formaalsemast terminist.	internet, veeb, küberruum, arvutivõrk
pontšik	rõngakujuline või ümmargune õlis keedetud pirukas	informaalsetes	Sõna 'pontšik' on laensõna vene keelest (пончик) ja seda kasutatakse pigem argises, mitteametlikus kõnepruugis. See on eriti levinud igapäevases suhtluses, blogides, foorumites ja sotsiaalmeedia postitustes. Sõna kannab endas teatud nostalgilist või argist varjundit, mis seostub nõukogude perioodi ja tänavamüügiga.	sõõrik, rõngassai, õlisai
sõõrik	rõngakujuline või ümmargune õlis keedetud pirukas	neutraalsetes/formaalsetes	Sõna 'sõõrik' on neutraalne termin, mida kasutatakse laialdaselt nii toidumenüüdes, retseptides kui ka toiduajakirjanduses. See on eestikeelne standardne nimetus sellele küpsetisele ning seda kasutatakse ka ametlikes kontekstides, näiteks toidukaupade nimetustes ja toiduainetetööstuses. Sõnal puudub informaalne või kõnekeelne varjund.	ei kohaldu
santehnik	torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp	informaalsetes	Sõna 'santehnik' on vene keelest laenatud sõna (сантехник) ja seda kasutatakse pigem argises, mitteametlikus kõnepruugis. See on eriti levinud igapäevases suhtluses, foorumites ja sotsiaalmeedia postitustes, kus inimesed otsivad või arutavad torutööde teenuseid.	torulukksepp, torumees, torutööline
hinnakahvel	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	Sõna 'hinnakahvel' on majandusalane termin, mida kasutatakse peamiselt ametlikes ja professionaalsetes kontekstides nagu majandusuudised, analüüsid, äridokumendid ja -aruanded. See on neutraalne tehnilise iseloomuga liitsõna, mis ei kanna informaalset või kõnekeelset varjundit.	ei kohaldu
hinnavahemik	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	Sõna 'hinnavahemik' on neutraalne ja asjalik termin, mida kasutatakse laialdaselt ametlikes dokumentides, ärikommunikatsioonis, kinnisvarakuulutustes, tootekataloogides ja muudes formaalsetes kontekstides. See on täpne ja professionaalne väljend, mis ei kanna endas kõnekeelset või informaalset varjundit. Sõna struktuur (liitsõna 'hind'+'vahemik') on eesti keelele omane ja korrektselt moodustatud.	ei kohaldu
ökojalajälg	näitaja, mis suhestab arvulise suurusena inimtegevuse mõju keskkonnale inimese kasutuses oleva ökoloogilise varuga	neutraalsetes/formaalsetes	Sõna 'ökojalajälg' on keskkonnakaitse ja ökoloogia valdkonna termin, mida kasutatakse peamiselt teaduslikes tekstides, ametlikes dokumentides, keskkonnauuringutes ja -aruannetes ning haridusasutuste materjalides. See on neutraalne teaduslik mõiste, mis ei kanna emotsionaalset või kõnekeelset varjundit. Termin on laialdaselt kasutusel ka meedias ja ametlikus kommunikatsioonis, kui räägitakse keskkonnateemadest ja jätkusuutlikkusest.	ei kohaldu
plagama	põgenema, ära jooksma; kiiresti jooksma	informaalsetes	Sõna 'plagama' on kõnekeelne, argine väljend, mida kasutatakse peamiselt mitteametlikus suhtluses. See on emotsionaalselt laetud ja ekspressiivne sõna, mis esineb sageli just informaalsetes kontekstides nagu internetisuhtlus, blogid ja argikõne. Sõna kõlab familiaarselt ja on tüüpiline slängisõna, mida ametlikus kirjakeeles või formaalses suhtluses tavaliselt välditakse.	põgenema, pagema, ära jooksma, minema jooksma, lahkuma
putket panema	põgenema, ära jooksma, jalga laskma	informaalsetes	'Putket panema' on slängilik väljend, mis on laenatud soome keelest (putket = torud). Seda kasutatakse peamiselt kõnekeeles, internetisuhtluses ja mitteametlikus kirjalikus suhtluses. Väljend on eriti levinud nooremate inimeste seas ning seda ei kohta ametlikes tekstides või formaalses suhtluses.	põgenema, ära jooksma, jalga laskma, plehku panema, pagema, lahkuma
stepsel	paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada	informaalsetes	Sõna 'stepsel' on laensõna saksa keelest (Steckdose) ja on kõnekeelsem variant. See esineb sagedamini igapäevases suhtluses, foorumites, blogides ja muudes informaalsetes keskkondades. Sõna on rahvakeelne ja tehniliselt ebatäpne termin.	pistikupesa, seinakontakt, elektrikontakt
igatemoodi	igas suhtes, igas mõttes, igal moel	informaalsetes	Sõna 'igatemoodi' on liitsõna, mis on tekkinud sõnade 'igat' ja 'moodi' kokkukirjutamisel. See on kõnekeelsem variant, mida kohtab sagedamini informaalsetes tekstides, blogides, sotsiaalmeedia postitustes ja argivestlustes. Sõna struktuur ja kasutuskontekst viitavad pigem vabamale keelekasutusele.	igal moel, igal viisil, igas suhtes, mitmel viisil, mitmeti, kõikvõimalikel viisidel
poisiklutt	väike (vahva, tore) poiss, poisike või poisiohtu nooruk 	informaalsetes	Sõna 'poisiklutt' on hellitava või familiaarse varjundiga liitsõna, kus '-klutt' on deminutiivne (vähendav) järelliide. Selline sõnamoodustus ja kasutusviis on iseloomulik just argikeelele ja informaalsele suhtlusele. Seda kasutatakse sageli emotsionaalse või hellitava varjundiga vestlustes, blogides ja sotsiaalmeedia postitustes, mitte ametlikes dokumentides või formaalses kirjavahetuses.	poiss, poisike, noormees, nooruk
moor	eakas naine; naissoost abielupool; ema või vanaema	informaalsetes	Sõna 'moor' on pigem kõnekeelne ja familiaarne väljend, mida kasutatakse sageli just vabamas suhtluses, rahvapärases kõnes ning ilukirjanduses tegelaskõnes. See võib olenevalt kontekstist kanda nii sooja ja hellitavat kui ka veidi halvustavat varjundit. Sõna ei ole tavapärane ametlikus või formaalses keelekasutuses.	vanem naine, eakas naine, vanaproua, memm, eit (informaalne), vanaema, abielunaine
sämplima	arvutis helisignaali töötlema, helilõiku sampleri abil digitaalsena talletama	informaalsetes	Sõna 'sämplima' on inglise keele sõnast 'sample' tuletatud tehniline slängisõna, mida kasutatakse peamiselt muusika- ja heliproduktsiooniga seotud informaalses kontekstis. See esineb sageli muusikafoorumites, blogides ja sotsiaalmeedia vestlustes, kus muusikahuvilised ja produtsendid omavahel suhtlevad.	helilõiku salvestama, helinäidist võtma, helinäidist digitaalselt töötlema
samplima	arvutis helisignaali töötlema, helilõiku sampleri abil digitaalsena talletama	informaalsetes	Sõna 'samplima' on inglise keele sõnast 'sample' tuletatud tegusõna, mida kasutatakse peamiselt muusika- ja heliproduktsiooniga seotud kontekstis. See esineb sagedamini informaalsetes keskkondades nagu muusikafoorumid, blogid ja sotsiaalmeedia, kus muusikahuvilised ja -tegijad omavahel suhtlevad. Sõna on pigem tehnilise ja kõnekeelse varjundiga.	helilõiku salvestama, helinäidist võtma, helinäidist digitaliseerima
