"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"	"sünonüümid"
"moekas"	"käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv"	"neutraalsetes/formaalsetes"	"Sõna ""moekas"" kasutatakse sageli kirjeldamaks midagi, mis on ajakohane või vastab hetke moesuundadele. Seda terminit võib leida nii ajakirjanduses, moeajakirjades kui ka igapäevases vestluses, kuid see ei ole piiratud ainult informaalsete kontekstidega. Seetõttu sobib see hästi ka neutraalsetesse ja formaalsetesse registritesse."	"ei kohaldu"
"trendikas"	"käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv"	"informaalsetes"	"Sõna ""trendikas"" kasutatakse sageli igapäevases kõnepruugis, eriti noorte seas ja sotsiaalmeedias, et kirjeldada midagi, mis on hetkel moes või populaarne. See sõna on levinud just mitteametlikes vestlustes ja tekstides, kus rõhutatakse kaasaegsust ja moekust."	"moekas, moodne, kaasaegne"
"käkerdis"	"asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö"	"informaalsetes"	"Sõna ""käkerdis"" kannab endas negatiivset hinnangut ja kõnekeelset varjundit, mis viitab sellele, et seda kasutatakse pigem mitteametlikes olukordades, näiteks vestlustes, blogides või sotsiaalmeedias, kus väljendatakse rahulolematust või kriitikat millegi kohta, mis on halvasti tehtud."	"praak, ebaõnnestumine, kehv töö"
"plätserdus"	"asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö"	"informaalsetes"	"Sõna ""plätserdus"" kannab endas negatiivset hinnangut ja viitab millelegi, mis on tehtud oskamatult või hooletult. Selline väljend on tavaliselt seotud kõnekeele ja mitteametlike olukordadega, kus inimesed väljendavad oma rahulolematust või kriitikat. Seda tüüpi sõnad on levinud igapäevases vestluses, sotsiaalmeedias ja mitteametlikes tekstides."	"kehv töö, praak, lohakus, oskamatus"
"vaib"	"eriline meeleolu või tunne, mille tekitab teatav koht, sündmus, muusikapala vms"	"informaalsetes"	"Sõna ""vaib"" kasutatakse sageli noorte seas ja sotsiaalmeedia platvormidel, et kirjeldada konkreetset meeleolu või tunnet, mis on seotud teatud olukorra või muusikaga. See on laenatud inglise keelest (""vibe"") ja on levinud just mitteametlikes vestlustes ja kirjutistes."	"meeleolu, atmosfäär, õhkkond"
"nett"	"arvutivõrkude vaheline ühendus, mis võimaldab mitut tüüpi sideteenuseid (nt sõnumsidet, failiedastust); mis tahes arvutivõrkude üldnimetus"	"informaalsetes"	"Sõna ""nett"" kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes kontekstides, näiteks vestlustes, sotsiaalmeedias ja blogides, viitamaks internetile või arvutivõrkudele. See on lühendatud ja lihtsustatud vorm, mis sobib hästi mitteametlikku suhtlusesse."	"internet, arvutivõrk"
"pontšik"	"rõngakujuline või ümmargune õlis keedetud pirukas"	"neutraalsetes/formaalsetes"	"Sõna ""pontšik"" viitab konkreetsele toiduainele, millel on kindel kuju ja valmistusviis. Seda kasutatakse sageli nii igapäevases kõnes kui ka kirjanduses, sealhulgas retseptides ja menüüdes, kus täpsus on oluline. Seetõttu ei ole sellel sõnal tugevat kalduvust informaalsete registrite poole."	"ei kohaldu"
"sõõrik"	"rõngakujuline või ümmargune õlis keedetud pirukas"	"neutraalsetes/formaalsetes"	"Sõna ""sõõrik"" on üldkasutatav termin, mida kasutatakse toiduainete kirjeldamisel nii igapäevases kõnes kui ka ametlikumates kontekstides, nagu menüüd, retseptid ja toidukirjeldused. See ei kanna endas mingeid slängi või informaalset varjundit."	"ei kohaldu"
"santehnik"	"torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp"	"neutraalsetes/formaalsetes"	"Sõna ""santehnik"" on ametinimetus, mida kasutatakse laialdaselt nii igapäevases kõnes kui ka ametlikes dokumentides ja tekstides, et viidata torutööde spetsialistile. See ei ole släng ega kõnekeelne väljend, mistõttu sobib see neutraalsetesse ja formaalsetesse kontekstidesse."	"ei kohaldu"
"hinnakahvel"	"võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus"	"neutraalsetes/formaalsetes"	"Sõna ""hinnakahvel"" viitab spetsiifilisele majandus- või finantsterminile, mida kasutatakse tõenäoliselt analüüsides, aruannetes või ametlikes dokumentides. Sellised terminid on tavaliselt neutraalsed või formaalsed, kuna need on seotud professionaalse suhtlusega."	"ei kohaldu"
"hinnavahemik"	"võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus"	"neutraalsetes/formaalsetes"	"Sõna ""hinnavahemik"" on spetsiifiline termin, mida kasutatakse sageli majanduse, kaubanduse ja finantsvaldkonna tekstides. See on neutraalne ja formaalne väljend, mida kasutatakse ametlikes dokumentides, aruannetes ja analüüsides."	"ei kohaldu"
"ökojalajälg"	"näitaja, mis suhestab arvulise suurusena inimtegevuse mõju keskkonnale inimese kasutuses oleva ökoloogilise varuga"	"neutraalsetes/formaalsetes"	"Sõna ""ökojalajälg"" on seotud keskkonnateaduse ja -poliitikaga ning seda kasutatakse sageli teaduslikes, hariduslikes ja ametlikes kontekstides, kus arutatakse inimtegevuse mõju keskkonnale. Sellised teemad on tavaliselt neutraalsed või formaalsed, kuna need nõuavad täpsust ja objektiivsust."	"ei kohaldu"
"plagama"	"põgenema, ära jooksma; kiiresti jooksma"	"informaalsetes"	"Sõna ""plagama"" on slängi või kõnekeele väljend, mida kasutatakse sageli mitteametlikes olukordades, näiteks sõprade vahelises vestluses või noortekultuuris. See ei ole tavapärane kirjakeelne väljend ja seetõttu sobib pigem mitteametlikesse kontekstidesse."	"põgenema, ära jooksma, kiiresti jooksma"
"putket panema"	"põgenema, ära jooksma, jalga laskma"	"informaalsetes"	"Väljend ""putket panema"" on slängiline ja seda kasutatakse sageli kõnekeeles, eriti noorte seas või mitteametlikes olukordades. Sellised väljendid on tavaliselt levinud vestlustes, sotsiaalmeedias ja muudes mitteametlikes tekstides."	"põgenema, ära jooksma, jalga laskma"
"stepsel"	"paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada"	"informaalsetes"	"Sõna ""stepsel"" on kõnekeelne ja seda kasutatakse sageli igapäevases vestluses ja mitteametlikes olukordades. Ametlikumates tekstides ja tehnilistes kirjeldustes kasutatakse tavaliselt sõna ""pistikupesa""."	"pistikupesa"
"igatemoodi"	"igas suhtes, igas mõttes, igal moel"	"informaalsetes"	"Sõna ""igatemoodi"" on oma olemuselt kõnekeelne ja seda kasutatakse sageli igapäevases vestluses, et väljendada mitmekülgsust või mitmetähenduslikkust. Selline väljend on levinud suulises kõnes ja mitteametlikes tekstides, nagu blogid ja sotsiaalmeedia postitused."	"igas suhtes, igas mõttes, igal moel"
"poisiklutt"	"väike (vahva, tore) poiss, poisike või poisiohtu nooruk "	"informaalsetes"	"Sõna ""poisiklutt"" on hellitav ja mitteametlik väljend, mida kasutatakse sageli kõnekeeles, et viidata väikesele poisile või noorukile. Sellised hellitavad ja mitteametlikud väljendid on tavaliselt levinud igapäevases vestluses, mitte ametlikes või formaalsetes tekstides."	"poiss, poisike, nooruk"
"moor"	"eakas naine; naissoost abielupool; ema või vanaema"	"informaalsetes"	"Sõna ""moor"" kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, et viidata eakale naisele, naissoost abielupoolele või emale/vanaemale. See võib kanda ka veidi familiaarset või humoorikat varjundit, mis sobib pigem mitteametlikesse kontekstidesse."	"eakas naine, abikaasa, ema, vanaema"
"sämplima"	"arvutis helisignaali töötlema, helilõiku sampleri abil digitaalsena talletama"	"informaalsetes"	"Sõna ""sämplima"" on laensõna inglise keelest (""sample"") ja seda kasutatakse sageli muusikaga seotud kontekstides, eriti noorte seas ja popkultuuris. Sellised laensõnad kipuvad olema pigem informaalsetes registrites, kuna need ei ole veel täielikult omaks võetud formaalses keelekasutuses."	"helinäidet töötlema, helinäidet salvestama"
"samplima"	"arvutis helisignaali töötlema, helilõiku sampleri abil digitaalsena talletama"	"informaalsetes"	"Sõna ""samplima"" on tuletatud ingliskeelsest sõnast ""sample"" ja seda kasutatakse sageli muusika- ja helitöötluse kontekstis, kus inglise keelest laenatud terminid on levinud. Sellised laensõnad on tihti kasutusel mitteametlikus kõnepruugis, eriti noorte ja muusikahuviliste seas."	"digiteerima, helinäidist võtma"
