"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"	"sünonüümid"
"plätserdus"	"asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö"	"informaalsetes registrites"	"Sõna „plätserdus“ kasutatakse kontekstides, kus kirjeldatakse oskamatult või hooletult tehtud tööd. See ilmub tavaliselt kõnekeelsetes väljendustes, foorumites, sotsiaalmeedia tekstides ja muudes mitteametlikes suhtlusvormides."	"„kehv töö“, „hooletu töö“, „kiiruga tehtud töö“"
"vaib"	"eriline meeleolu või tunne, mille tekitab teatav koht, sündmus, muusikapala vms"	"informaalsetes"	"Sõna ""vaib"" kasutatakse peamiselt mittetarkvara, kirjeldavates kontekstides ning mitteametlikes vestlustes, nagu blogid, foorumid ja sotsiaalmeedia tekstid, et kirjeldada erilist meeleolu või atmosfääri."	"õhkkond, meeleolu, atmosfäär"
"nett"	"arvutivõrkude vaheline ühendus, mis võimaldab mitut tüüpi sideteenuseid (nt sõnumsidet, failiedastust); mis tahes arvutivõrkude üldnimetus"	"informaalsetes"	"Sõna „nett“ on inglise keelest laenatud ja kasutatakse eelistatult mitteametlikes kontekstides nagu vestlused, foorumid, sotsiaalmeedia ning muudes lõdvestunumates suhtlust vormid. Ametlikumates ja tehnilistes tekstides eelistatakse tavaliselt mõisteid „võrk“ või „arvutivõrk“."	"võrk, arvutivõrk"
"pontšik"	"rõngakujuline või ümmargune õlis keedetud pirukas"	"informaalsetes"	"Sõna „pontšik” kasutatakse peamiselt igapäevases kõnes, sotsiaalmeedia postitustes ja mitteametlikes tekstides. See on kolloquialne termin, mis sobib hästi informaalsetesse kontekstidesse, kuid vähem ametlikesse või formaalsetesse olukordadesse."	"pirukas, saiakook"
"sõõrik"	"rõngakujuline või ümmargune õlis keedetud pirukas"	"ei kohaldu"	"Sõõrik on standardne ja laialdaselt kasutatav termin, mida kasutatakse nii ametlikes kui mitteametlikes kontekstides õlis keedetud piruka tähistamiseks."	"ei kohaldu"
"santehnik"	"torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp"	"ei kohaldu"	"Sõna ""santehnik"" kasutatakse peamiselt neutraalsetes ja formaalsetes registrites kui ametlik termin torutööde spetsialisti tähistamiseks. See on standardne ametitermin, mida kasutatakse ametlikes dokumentides, töökuulutustes ja professionaalses suhtluses."	"ei kohaldu"
"hinnakahvel"	"võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus"	"ei kohaldu"	"Sõna ""hinnakahvel"" kasutatakse peamiselt neutraalsetes ja formaalsetes registrites, näiteks majanduslikes ja ametlikes kontekstides hinna vahemiku kirjeldamiseks."	"hinnaulatus, hinnavahemik"
"hinnavahemik"	"võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus"	"ei kohalda"	"Sõna ""hinnavahemik"" kasutatakse peamiselt neutraalsetes ja formaalsetes registrites, nagu majanduslikes ja ametlikes kontekstides."	"ei kohalda"
"ökojalajälg"	"näitaja, mis suhestab arvulise suurusena inimtegevuse mõju keskkonnale inimese kasutuses oleva ökoloogilise varuga"	"neutraalsetes/formaalsetes"	"Sõna ""ökojalajälg"" kasutatakse peamiselt ametlikes, teaduslikes ja keskkonnaalastes kontekstides, et kirjeldada inimtegevuse mõju keskkonnale. See väljend sobib hästi formaalsetesse dokumentidesse, uuringutesse ja poliitilistesse aruteludesse."	"ei kohaldu"
"plagama"	"põgenema, ära jooksma; kiiresti jooksma"	"informaalsetes"	"Sõna 'plagama' kasutatakse peamiselt mitteametlikes kontekstides, nagu blogid, foorumid, kommentaariumid, chativestlused ja sotsiaalmeedia tekstid, mis viitab selle mitteformaalsele kasutusviisile."	"põgenema, ära jooksma, kiiresti jooksma"
"putket panema"	"põgenema, ära jooksma, jalga laskma"	"informaalsetes"	"Väljend ""putket panema"" on levinud igapäevases kõnes ning kasutatakse peamiselt mitteametlikes kõnevormides, nagu blogid, foorumid, vestlused ja sotsiaalmeedia tekstid."	"põgenema, jooksma, minema kiiresti"
"stepsel"	"paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada"	"ei kohaldu"	"Sõna ""stepsel"" ei kuulu tuntud ega laialdaselt kasutatavate eesti keele sõnade hulka ning ei ilmu standardsetes sõnaraamatutes."	"ei kohaldu"
"igatemoodi"	"igas suhtes, igas mõttes, igal moel"	"ei kohaldu"	"Sõna „igatemoodi” kasutatakse nii neutraalsetes kui ka formaalsetes kontekstides, mistõttu registreerimärgend ei ole vajalik."	"ei kohaldu"
"poisiklutt"	"väike (vahva, tore) poiss, poisike või poisiohtu nooruk "	"informaalsetes"	"Sõna „poisiklutt“ sisaldab diminutiivlõppu „-klutt“, mis viitab sõbraliku ja mitteametliku kõne kasutamisele. See on levinud mitteametlikes kontekstides nagu kõnekeel, sotsiaalmeedia ja sõbralikud vestlused."	"poiss, noor poiss, nooruk"
"moor"	"eakas naine; naissoost abielupool; ema või vanaema"	"informaalsetes"	"Sõna „moor“ ei kuulu standardeesti keele ametlikku sõnavarasse ning seda kasutatakse peamiselt mitteametlikes vestlustes või slängis, et viidata eakalisele naisele, abielupoolele, emale või vanaemale."	"ema, vanaema, abikaasa"

