Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
peale minema	meeldima, sobima	informaalsetes	"Väljend ""peale minema"" tähenduses ""meeldima, sobima"" on selgelt argikeelne väljend. Seda kinnitab Eesti Keele Instituudi sõnaraamat (EKSS), kus see väljend on märgitud kõnekeelseks. Väljendit kasutatakse sageli just informaalsetes keskkondades nagu foorumid, sotsiaalmeedia ja igapäevane suhtlus. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse neutraalsemaid väljendeid nagu ""meeldima"" või ""sobima"". Väljendi informaalsust kinnitab ka selle sage esinemine internetikeeles ja noorte kõnepruugis."	
pooletoobine	väärtuselt, mõistuselt vm omaduste poolest mitte kõige paremal tasemel	informaalsetes	Sõna 'pooletoobine' on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja vabamas suhtluses. Seda kinnitavad näited eesti keele korpustest, kus sõna esineb peamiselt foorumites, kommentaariumides ja ilukirjanduses tegelaste kõnes. Sõnal on halvustav varjund ning see ei sobi ametlikku või neutraalsesse keelekasutusse. Eesti Keele Instituudi sõnaraamatud märgivad seda kui kõnekeelset väljendit. Sõna päritolu (pool toopi kui endisaegne mõõtühik) ja selle ülekantud tähenduse kasutamine viitab samuti informaalsele keelekasutusele.	
putk	karuputke jt sarikaliste sugukonda kuuluvate õõnsa varrega rohttaimede üldkeelne nimetus	neutraalsetes/formaalsetes	Sõna 'putk' selles tähenduses esineb sageli botaanika-alastes tekstides, aiandusalastes juhendites ja teaduslikes kirjeldustes. See on taimeteaduslik termin, mida kasutatakse neutraalses kontekstis taimede kirjeldamisel. Näiteks esineb see sõna sageli Eesti taimede määrajates, botaanika õpikutes ja teaduslikes artiklites. Sõna on ka Eesti Keele Instituudi sõnaraamatus märgitud neutraalse sõnana, ilma stiilimärgenditeta. Seega on tegemist neutraalse, üldkeelse terminiga, mida kasutatakse nii teaduslikus kui ka tavakeeles ilma stilistilise varjundita.	
sell	(mehe kohta)	informaalsetes	"Sõna ""sell"" (mehe kohta) on pigem kõnekeelne ja informaalne väljend. Seda kinnitavad mitmed allikad: EKSS märgib selle sõna juures ""kõnek"" (kõnekeelne) märgendit. Sõna esineb sageli just informaalsetes kontekstides nagu foorumid, kommentaariumid ja igapäevane suhtlus. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalsemaid sõnu nagu ""mees"" või ""isik"". Sõna kannab endas ka teatavat familiaarsust või sõbralikkust, mis on omane just informaalsele keelekasutusele."	
sitt	"looma või inimese väljaheide, roe	 sõnnik (põllu väetisena)"	informaalsetes	"Eesti Keele Instituudi sõnaraamat märgib sõna ""sitt"" vulgarismina. Kuigi sõna on kasutusel ka põllumajandusterminina (sõnnik), eelistatakse neutraalses ja formaalses kontekstis kasutada sünonüüme nagu ""väljaheide"", ""roe"" või ""sõnnik"". Sõna ""sitt"" esineb sagedamini informaalsetes keskkondades nagu internetifoorumid, sotsiaalmeedia ja kõnekeel. Ka ilukirjanduses kasutatakse seda peamiselt tegelaskõnes või informaalse stiili markeerimiseks."	
sott	(rahaline) arvestus, arvepidamine millegi kohta	informaalsetes	"Sõna ""sott"" selles tähenduses esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna esineb sageli foorumites, kommentaariumides ja blogides. Formaalsetes või ametlikes tekstides kasutatakse selle asemel neutraalsemaid vasteid nagu ""arvestus"", ""arvepidamine"" või ""arveldamine"". Sõna ""sott"" on slängipärane laensõna vene keelest (счёт) ja kannab endas kõnekeelset varjundit."	
suts	lühiajaline sooritus, eriti väike teatri- või filmiroll	informaalsetes	"Sõna ""suts"" selles tähenduses esineb peamiselt informaalses kontekstis. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna kasutatakse enamasti ajakirjanduse meelelahutusrubriikides, blogides ja intervjuudes, kus kõnelejad kasutavad vabama stiiliga keelt. Formaalsetes teatrikriitika tekstides või ametlikes dokumentides kasutatakse pigem neutraalsemaid väljendeid nagu ""episoodiline roll"" või ""väike roll"". ""Suts"" on oma olemuselt kõnekeelne ja metafoorne väljend, mis viitab millegi väiksele kogusele või lühiajalisele tegevusele."	
vurts	hoog, energia	informaalsetes	Sõna 'vurts' tähenduses 'hoog, energia' esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Seda kinnitavad Eesti Keele Instituudi Sõnaveeb ja erinevad korpused, kus sõna esineb sageli blogides, foorumites ja sotsiaalmeedia postitustes. Samuti kasutatakse seda sageli ilukirjanduses tegelaste kõnekeelse otsekõne osana. Sõna on oma olemuselt ekspressiivne ja mitteametlik, mistõttu seda ei kasutata ametlikes või formaalsetes tekstides. Eesti keele seletav sõnaraamat märgib selle sõna puhul ka kõnekeelsust.	
kah	"peale selle, lisaks	 samuti, ka (nagu keegi teine või miski muu), teiste või muu kõrval"	informaalsetes	"Sõna ""kah"" on selgelt informaalse registri marker. Eesti Keele Instituudi sõnaraamatud märgivad seda kui kõnekeelset sõna. See esineb sagedamini suulises kõnes, internetisuhtluses, blogides ja foorumites ning ilukirjanduses tegelaste otsekõnes. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalsemat sõna ""ka"". Keelekasutuse korpustest on näha, et ""kah"" esineb rohkem just vabamas suhtluses ja informaalsetes tekstides."	
klaarima	probleeme, suhteid vms selgitama või lahendama	informaalsetes	"Sõna ""klaarima"" selles tähenduses esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Seda kinnitavad Eesti Keele Instituudi sõnaraamatud, kus see on märgitud kõnekeelseks sõnaks. Sõna kasutatakse sageli internetifoorumites, kommentaariumides ja sotsiaalmeedia postitustes. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalsemaid sünonüüme nagu ""lahendama"", ""selgitama"" või ""korda ajama"". Sõna pärineb saksa laensõnast ""klar"" ja on eesti keeles omandanud kõnekeelsema varjundi."	
klappima	"(kokku) sobima	 kooskõlas olema"	informaalsetes	"Sõna ""klappima"" tähenduses ""(kokku) sobima, kooskõlas olema"" on selgelt informaalse registri sõna. Seda kinnitavad mitmed allikad: 1) Eesti Keele Instituudi sõnaraamat märgib selle tähenduse juures stiilinoodiks ""kõnekeelne"", 2) sõna esineb sagedamini internetikommentaarides, blogides ja sotsiaalmeedia postitustes, 3) ajakirjanduses kasutatakse seda peamiselt intervjuudes või tsitaatides, kus püütakse edasi anda loomulikku kõnekeelt. Formaalsemas kontekstis kasutatakse selle asemel neutraalsemaid sünonüüme nagu ""sobima"", ""kooskõlas olema"" või ""ühtima""."	
kompu	"suhkrust, siirupist ja mitmesugustest lisanditest väike maiustus	 väike tükk magusat toitu, mis on tehtud näiteks suhkrust ja šokolaadist"	informaalsetes	"Sõna ""kompu"" on selgelt informaalne variant sõnadest ""kompvek"" või ""komm"". Seda kinnitab sõna kasutuskontekst internetis - sõna esineb peamiselt blogides, foorumites ja sotsiaalmeedia postitustes. Eesti Keele Instituudi slängisõnastik märgib seda kui kõnekeelset varianti. Formaalsetes tekstides (nt ajakirjandus, ametlikud dokumendid) kasutatakse tavaliselt sõnu ""komm"" või ""kompvek"". ""Kompu"" on hellitav, lapsekeelne vorm, mida kasutatakse eelkõige mitteametlikus suhtluses."	
kõnetoru	"(sõnumi edasiandmise abinõu, vahendi kohta)	 kellegi põhimõtteid ning ideid levitav väljaanne, meediakanal, isik vms"	neutraalsetes/formaalsetes	"Sõna ""kõnetoru"" selles tähenduses esineb sageli ajakirjanduses, akadeemilistes tekstides ja ametlikes analüüsides, kus räägitakse meediast ja kommunikatsioonist. Näiteks kasutatakse seda väljendit, kui kirjeldatakse meediaorganisatsioone või väljaandeid kui teatud ideoloogiate või huvide esindajaid. See ei ole eriti levinud slängisõnana või informaalses suhtluses. Eesti Keele Instituudi korpustest ja meediatekstidest leiab selle sõna kasutust peamiselt neutraalses või formaalses kontekstis, eriti kui räägitakse propagandast, meediast või poliitilisest kommunikatsioonist."	
parkima	rohkesti ja aplalt sööma	informaalsetes	Sõna 'parkima' tähenduses 'rohkesti ja aplalt sööma' on slängilik väljend, mida kohtab peamiselt informaalses suhtluses. Seda kinnitavad Eesti Slängi Sõnaraamat ja erinevad internetiallikad, kus see esineb peamiselt foorumites, blogides ja sotsiaalmeedia postitustes. Sõna sellises tähenduses ei kasutata ametlikes või formaalsetes tekstides, vaid see on omane vabamale ja argisemale keelekasutusele. Eesti Keele Instituudi slängisõnastik märgib seda samuti kui kõnekeelset väljendit.	
pask	(vedel) väljaheide, roe	informaalsetes	"Sõna 'pask' on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes keskkondades. Eesti Keele Instituudi sõnaraamat (EKSS) märgib seda kui ""vulg"" (vulgaarne) sõna. Selle neutraalsed/formaalsed vasted on ""väljaheide"", ""roe"" või ""fekaalid"". Sõna esineb sagedamini just informaalsetes tekstides nagu foorumid, kommentaariumid ja sotsiaalmeedia postitused. Formaalsetes või ametlikes tekstides (nt meditsiinilised või teaduslikud tekstid) kasutatakse neutraalseid vasteid."	
pipardama	"tujude järgi talitama, tujukas olema	 ülearu valiv olema"	informaalsetes	"Sõna ""pipardama"" esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Seda kinnitavad näited eesti keele korpustest, kus sõna leidub peamiselt foorumites, kommentaariumides ja ilukirjanduses tegelaste kõnes. Eesti Keele Instituudi sõnaraamat märgib seda kui kõnekeelset väljendit. Ametlikes või formaalsetes tekstides kasutatakse pigem neutraalsemaid väljendeid nagu ""tujutsema"" või ""valiv olema"". Sõna emotsionaalne ja hinnanguline varjund viitab samuti selle informaalsele kasutusele."	
pirakas	kogult, mõõtmetelt hästi suur	informaalsetes	"Sõna ""pirakas"" on kõnekeelne sünonüüm sõnadele ""suur"" või ""hiiglaslik"". Eesti Keele Instituudi sõnaveeb.ee märgib seda kui argikeelset sõna. Seda kasutatakse sageli informaalsetes kontekstides nagu blogid, foorumid ja sotsiaalmeedia postitused. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse neutraalsemaid sünonüüme nagu ""suur"", ""mahukas"" või ""ulatuslik"". Sõna emotsionaalne ja kõnekeelne varjund viitab selgelt selle informaalsele kasutusele."	
plekk	metallist või metallisulamist ese või detail (plekknõu, lant, kontsaplekk vms)	neutraalsetes/formaalsetes	"Sõna 'plekk' selles tähenduses esineb laialdaselt nii tehnilistes tekstides, ehitusjuhendites, tootekataloogides kui ka ajakirjanduses. See on standardne termin, mida kasutatakse neutraalses kontekstis, näiteks ""katuseplekk"", ""plekktoru"", ""plekknõu"". Eesti Keele Instituudi korpustest leiab selle sõna kasutust ametlikes dokumentides, ajakirjanduses ja teadustekstides, mis viitab neutraalsele/formaalsele kasutusele. Sõnal puuduvad selged informaalse kasutuse tunnused ning see on üldlevinud termin tehnilises ja igapäevases keelekasutuses."	
rihtima	oma tegevust, juttu vms soovitud suunda juhtima, hrl mingeid asjaolusid arvestades, midagi millegagi sobitades	informaalsetes	"Sõna ""rihtima"" antud tähenduses esineb sagedamini informaalsetes kontekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna esineb rohkem blogides, foorumites ja ajakirjanduse arvamuslugudes, eriti kõnekeelsemas kontekstis. Formaalsetes tekstides kasutatakse sama mõtte väljendamiseks pigem neutraalsemaid sünonüüme nagu ""suunama"", ""kavandama"" või ""planeerima"". ""Rihtima"" on algselt olnud tehniline termin (millegi õigeks seadmine, sihtimine), kuid selle ülekantud tähendus on omandanud kõnekeelsema varjundi."	
rokk	jahust ja veest segatud loomatoit	neutraalsetes/formaalsetes	Sõna 'rokk' tähenduses 'jahust ja veest segatud loomatoit' on kasutusel peamiselt neutraalses kontekstis, eriti põllumajanduse ja loomakasvatusega seotud tekstides. See on tehniline termin, mida kasutatakse nii erialases kirjanduses kui ka tavalistes põllumajandusega seotud tekstides. Eesti Keele Instituudi sõnastikes on see märgitud neutraalse terminina ilma registrimärgenditeta. Sõna ei ole eriti levinud igapäevases kõnekeeles ega informaalses suhtluses, vaid pigem asjalikus kontekstis.	
sitsima	(hrl koera kohta:) esikäppi õhus hoides tagakäppadel istuma, hrl söögipoolist küsides	informaalsetes	"Sõna 'sitsima' on levinud peamiselt argikeelses kasutuses, eriti lemmikloomadega seotud kontekstis. Seda kinnitavad näited internetifoorumitest ja sotsiaalmeedia postitustest, kus koeraomanikud kirjeldavad oma lemmikute käitumist. Formaalsetes tekstides (nt teadusartiklites või ametlikes dokumentides) kasutatakse pigem neutraalsemaid väljendeid nagu ""tagakäppadel istumine"" või ""paluvasse asendisse võtmine"". Sõna 'sitsima' on oma olemuselt deskriptiivne ja mänguline, mis on iseloomulik just informaalsele keelekasutusele."	
sortsutama	"sel viisil kusema	 väikese koguse kaupa korduvalt valama või voolata laskma"	informaalsetes	"Sõna ""sortsutama"" esineb peamiselt informaalsetes kontekstides, mida kinnitavad internetiotsingud. Seda leiab enamasti foorumitest, blogidest ja sotsiaalmeedia postitustest, kus kasutatakse vabama stiiliga keelt. Sõna on oma olemuselt deskriptiivne ja matkiv ning selle kasutus on pigem kõnekeelne. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""tilkuma"" või ""voolama"". Sõna familiaarne iseloom ja kasutuskontekst viitavad selgelt informaalsele registrile."	
ära kukkuma	(nurisünnituse kohta)	neutraalsetes/formaalsetes	"Sõnaühendit ""ära kukkuma"" selles konkreetses tähenduses (nurisünnituse kohta) kasutatakse peamiselt meditsiinilises kontekstis ja tervishoiuga seotud tekstides. See on levinud termin nii arstide, ämmaemandate kui ka patsientide seas, esinedes nii meditsiinilises kirjanduses kui ka tervishoiualastes nõuandetekstides. Kuigi tegemist on eufemismiga, on see pigem neutraalne väljend, mida kasutatakse ka ametlikus suhtluses ja tervishoiudokumentides. Väljendi kasutus ei ole märgitud slängina ega eriti informaalsena üheski eesti keele allikas."	
diiler	narkootikumide vahendaja või edasimüüja	informaalsetes	"Sõna ""diiler"" tähenduses ""narkootikumide vahendaja"" esineb peamiselt informaalsetes kontekstides, nagu uudiste kommentaariumid, foorumid ja sotsiaalmeedia. Ametlikes dokumentides ja õigustekstides kasutatakse pigem neutraalsemaid termineid nagu ""narkootikumide vahendaja"" või ""edasimüüja"". Sõna informaalset kasutust kinnitavad ka Eesti Keele Instituudi korpused, kus see esineb sageli just argises kontekstis, eriti kõnekeelsetes tekstides ja ajakirjanduse kriminaalteemalistes artiklites, kus kasutatakse vabamat keelt."	
frukt	"toiduks tarvitatav viljapuu vili, nt õun, ploom, pirn	 vili, mis kasvab puu küljes ja mida inimesed söövad, näiteks õun, pirn ja ploom"	informaalsetes	Sõna 'frukt' on slängisõna, mis on laenatud vene keelest (фрукт). Eesti Keele Instituudi slängisõnastik märgib seda kui kõnekeelset sõna. Seda kasutatakse peamiselt informaalses suhtluses, foorumites ja sotsiaalmeedias, kus see asendab neutraalset sõna 'puuvili'. Neutraalses või formaalses kontekstis (nt ametlikud tekstid, ajakirjandus) kasutatakse tavaliselt sõna 'puuvili'. Sõna 'frukt' kasutamine võib viidata ka kõneleja vene keele mõjutustele või teadlikule slängi kasutamisele.	
frukt	(eriline, iseäralik, konfliktne) tüüp, tegelane	informaalsetes	"Sõna 'frukt' tähenduses 'eriline/iseäralik tüüp või tegelane' esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna esineb sageli foorumites, kommentaariumides ja sotsiaalmeedia postitustes. Sõnal on sageli halvustav või kriitiline alatoon ning seda kasutatakse tihti koos täienditega nagu ""kahtlane"", ""imelik"" või ""veider"". Formaalsetes tekstides (nt ametlikud dokumendid, akadeemilised tekstid) seda tähendust ei kasutata."	
jurama	"tüütut, mõttetut, rumalat juttu ajama	 õiendama"	informaalsetes	"Sõna ""jurama"" esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Seda kinnitavad näited eesti keele korpustest, kus sõna leidub enamasti foorumites, kommentaariumides ja ilukirjanduses tegelaste dialoogides. Eesti Keele Instituudi sõnaraamat (EKSS) märgib seda kui argikeelset sõna. Ametlikes dokumentides või formaalsetes tekstides seda tavaliselt ei kasutata, seal eelistatakse neutraalsemaid väljendeid nagu ""lobisema"" või ""tühja juttu ajama""."	
kannikas	üks kahest ümarast pehmest kehaosast, mis moodustavad tagumiku	informaalsetes	"Sõna ""kannikas"" selles tähenduses on pigem kõnekeelne ja informaalne variant. Eesti Keele Instituudi sõnastikes on see märgitud kui argikeelne sõna, mida kasutatakse peamiselt mitteametlikus suhtluses. Neutraalsem ja formaalsem vaste oleks ""tuhar"" või ""istmik"". Sõna esineb sagedamini informaalsetes keskkondades nagu foorumid, blogid ja sotsiaalmeedia postitused, samuti ilukirjanduses tegelaste kõnekeelse väljendusviisi edasiandmiseks."	
kara	mehe suguliige	informaalsetes	"Sõna 'kara' selles tähenduses on selgelt slängisõna, mida kasutatakse peamiselt informaalses suhtluses. Seda kinnitab sõna esinemine slängisõnastikes ja internetifoorumites. Eesti Slängi Sõnaraamat määratleb seda kui vulgaarset sõna. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, meditsiinitekstid) kasutatakse selle asemel neutraalseid termineid nagu ""peenis"" või ""suguti""."	
ketrama	millestki korduvalt, vahetpidamata rääkima	informaalsetes	"Sõna ""ketrama"" ülekantud tähenduses ""millestki korduvalt, vahetpidamata rääkima"" esineb peamiselt informaalsetes kontekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus see tähendus tuleb esile just argikeelsetes tekstides, foorumites ja kommentaariumides. Tihti kasutatakse seda pisut halvustava või iroonilise varjundiga, näiteks ""Mis sa siin ketrad ühte ja sama juttu?"" Formaalsetes tekstides (ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""kordama"" või ""üha rääkima""."	
kiilakas	kiilasjää	informaalsetes	Sõna 'kiilakas' tähenduses 'kiilasjää' on pigem kõnekeelne variant. Seda kinnitab Eesti Keele Instituudi sõnaveeb.ee, kus sõna 'kiilakas' on märgitud kõnekeelseks. Seda kasutatakse peamiselt informaalsetes keskkondades nagu foorumid ja sotsiaalmeedia postitused, kus hoiatatakse teisi liiklejaid libeda tee eest. Formaalsetes tekstides (nt ilmateated, ametlikud hoiatused) kasutatakse tavaliselt neutraalsemat terminit 'kiilasjää'.	
klaaruma	"segavatest asjaoludest vabanema (nt udust, pilvedest)	 vaadeldavana puhtamalt, selgemalt paistma hakkama"	neutraalsetes/formaalsetes	"Sõna ""klaaruma"" antud tähenduses esineb sageli ilmateadetes, uudistes ja looduskirjeldustes, kus see on neutraalse või formaalse stiiliga sobiv. Eesti Keele Instituudi korpustest ja meediatekstidest leiab näiteid, kus seda kasutatakse meteoroloogilistes kontekstides (nt ""taevas klaarub"") või looduskirjeldustes ilma kõnekeelsuse või informaalsuse märgistuseta. Sõna on kasutusel ka ilukirjanduses ja ajakirjanduses, mis viitab selle neutraalsele registrile. Kuigi sõnal on ka kõnekeelsemaid kasutusi teistes tähendustes, siis antud meteoroloogilises/looduskirjelduslikus tähenduses on see pigem neutraalne."	
kontra	(spordis:) värava, korvi, punkti saavutamiseks peale tungimine vastusena vastase rünnakule	neutraalsetes/formaalsetes	Sõna 'kontra' antud tähenduses on levinud spordiajakirjanduses ja -reportaažides, kus seda kasutatakse neutraalse terminina kiire vasturünnaku kirjeldamiseks. See esineb regulaarselt spordivõistluste ülevaadetes, mängude analüüsides ja professionaalsetes spordireportaažides. Näiteks Delfi Sport, Postimees Sport ja ERR-i spordiuudised kasutavad seda terminit neutraalses kontekstis. Sõna ei kanna endas informaalset varjundit, vaid on pigem tehniline sporditerm, mida kasutatakse ka ametlikes spordiaruannetes ja -kommentaarides.	
koperdama	vaevaliselt, komistades, aeglaselt käima	informaalsetes	"Sõna ""koperdama"" on pigem kõnekeelne ja ekspressiivne verb, mida kasutatakse sagedamini informaalsetes kontekstides. Seda kinnitavad Eesti Keele Instituudi korpuste näited, kus sõna esineb tihti ilukirjanduses tegelaste kõnes, blogitekstides ja ajakirjanduse vabamas stiilis (nt reportaažides). Sõnal on teatav kujundlik ja emotsionaalne varjund, mis ei sobi hästi ametlike või formaalsete tekstidega. Neutraalsem alternatiiv oleks näiteks ""vaevaliselt käima"" või ""komistades liikuma""."	
kräkk	eriti kiiresti sõltuvust tekitav kokaiiniderivaat, mis suitsetamisel mõjub juba mõne sekundi pärast	informaalsetes	Sõna 'kräkk' on slängilik variant ingliskeelsest sõnast 'crack'. Eesti keele korpustest ja meediatekstidest nähtub, et seda kasutatakse peamiselt informaalsetes kontekstides nagu foorumid, kommentaariumid ja ajakirjanduslikud tekstid, kus tsiteeritakse kõnekeelt. Formaalsetes ja ametlikes tekstides (nt teadusartiklid, ametlikud dokumendid) kasutatakse pigem neutraalsemaid termineid nagu 'crack-kokaiin' või 'kokaiini derivaat'. Sõna 'kräkk' esineb tihti ka jutumärkides, mis viitab selle mitteametlikule staatusele.	
kupatama	kedagi (sunniviisil) kuhugi, midagi tegema saatma või ajama	informaalsetes	"Sõna ""kupatama"" selles tähenduses esineb peamiselt informaalses keelekasutuses. Seda kinnitavad Eesti Keele Instituudi korpuste näited, kus sõna esineb sageli just argikeelsetes kontekstides, foorumites, kommentaariumides ja ajakirjanduse kõnekeelsemas stiilis. Eesti õigekeelsussõnaraamat ÕS 2018 märgib selle tähenduse puhul kõnekeelsust. Formaalsetes tekstides kasutatakse selle asemel neutraalsemaid väljendeid nagu ""saatma"", ""suunama"" või ""käskima minna"". Sõna kannab endas teatavat sundimise või pealesurumise varjundit, mis muudab selle kasutuse informaalsemaks."	
käkkima	"midagi kiiruga, kehvasti tegema	 midagi ära rikkuma"	informaalsetes	"Sõna 'käkkima' on selgelt argikeelne väljend, mida kohtab peamiselt informaalsetes keskkondades. Eesti Keele Instituudi sõnaveeb.ee märgib seda kui kõnekeelset sõna. Sõna esineb sageli internetikommentaarides, foorumites ja sotsiaalmeedia postitustes. Formaalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""ebaõnnestuma"", ""ära rikkuma"" või ""halvasti tegema"". Sõna emotsionaalne ja hinnanguline iseloom viitab samuti selle informaalsele kasutusele."	
