"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"	"sünonüümid"
"klappima"	"(kokku) sobima	 kooskõlas olema"	"informaalsetes"	"Sõna ""klappima"" kasutatakse sageli igapäevases kõnekeeles ja mitteametlikes olukordades, näiteks sõprade vahelises vestluses või sotsiaalmeedias, et kirjeldada olukorda, kus asjad sobivad või on kooskõlas. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid nagu ""sobima"" või ""kooskõlas olema""."	""
"kompu"	"suhkrust, siirupist ja mitmesugustest lisanditest väike maiustus	 väike tükk magusat toitu, mis on tehtud näiteks suhkrust ja šokolaadist"	"informaalsetes"	"Sõna ""kompu"" kasutatakse pigem kõnekeeles ja mitteametlikes olukordades, nagu sõpradevaheline vestlus või sotsiaalmeedia postitused. See on lühike ja mänguline väljend, mis sobib hästi igapäevasesse suhtlusesse, kuid ei ole tõenäoliselt kasutusel ametlikes või akadeemilistes tekstides."	""
"kõnetoru"	"(sõnumi edasiandmise abinõu, vahendi kohta)	 kellegi põhimõtteid ning ideid levitav väljaanne, meediakanal, isik vms"	"neutraalsetes/formaalsetes"	"Sõna ""kõnetoru"" kasutatakse pigem neutraalses või formaalses kontekstis, kuna see viitab konkreetsele mõistele, mis on seotud meedia ja kommunikatsiooniga. Selliseid termineid kasutatakse sageli ametlikes aruteludes, meediaanalüüsides ja akadeemilistes tekstides, kus on oluline täpsus ja selgus. Sõna ei ole slängiline ega kõnekeelne, mistõttu ei sobi see hästi informaalsetesse tekstidesse."	""
"parkima"	"rohkesti ja aplalt sööma"	"informaalsetes"	"Sõna ""parkima"" kasutamine tähenduses ""rohkesti ja aplalt sööma"" on slängiline ja tõenäoliselt esineb see rohkem igapäevastes vestlustes, sotsiaalmeedias või noorte kõnepruugis. Selline väljend ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse täpsemat ja neutraalsemat keelekasutust."	""
"pask"	"(vedel) väljaheide, roe"	"informaalsetes"	"Sõna ""pask"" on vulgaarne ja slängiline väljend, mida kasutatakse sageli ebaviisakates või familiaarsetes kontekstides. Sellised sõnad on tavaliselt omased mitteametlikele vestlustele, nagu näiteks sõpradevahelised vestlused, sotsiaalmeedia postitused või kommentaarid, kus formaalsus ei ole vajalik. Formaalsetes või neutraalsetes tekstides eelistatakse kasutada korrektsemaid ja neutraalsemaid termineid nagu ""väljaheide"" või ""roe""."	""
"pipardama"	"tujude järgi talitama, tujukas olema	 ülearu valiv olema"	"informaalsetes"	"Sõna ""pipardama"" kasutatakse sageli igapäevases kõnekeeles, et kirjeldada kellegi tujukat või valivat käitumist. See on pigem kõnekeelne väljend, mida võib kohata vestlustes, blogides või sotsiaalmeedias, mitte ametlikes või formaalsetes tekstides."	""
"pirakas"	"kogult, mõõtmetelt hästi suur"	"informaalsetes"	"Sõna ""pirakas"" on kõnekeelne väljend, mida kasutatakse sageli igapäevastes vestlustes ja mitteametlikes kontekstides, et kirjeldada midagi suurt või mahukat. See ei ole tavaliselt levinud ametlikes või akadeemilistes tekstides, kus eelistatakse neutraalsemaid või formaalsemaid väljendeid."	""
"plekk"	"metallist või metallisulamist ese või detail (plekknõu, lant, kontsaplekk vms)"	"neutraalsetes/formaalsetes"	"Sõna ""plekk"" tähenduses metallist või metallisulamist ese on tehniline termin, mida kasutatakse sageli neutraalsetes või formaalsetes kontekstides, näiteks inseneri- või ehitusalastes tekstides, tootekirjeldustes ja ametlikes dokumentides. See ei ole seotud slängi või kõnekeelekasutusega, mis viitaks informaalsetele tekstidele."	""
"rihtima"	"oma tegevust, juttu vms soovitud suunda juhtima, hrl mingeid asjaolusid arvestades, midagi millegagi sobitades"	"neutraalsetes/formaalsetes"	"Sõna ""rihtima"" kasutatakse sageli kontekstides, kus on vaja täpsust ja sihipärasust, näiteks tegevuste või jutu suunamisel. Selline sõna sobib hästi ametlikumates ja neutraalsetes tekstides, kus on oluline täpsus ja eesmärgipärasus. See ei ole släng ega kõnekeelne väljend, mistõttu ei ole see tüüpiline informaalsetele tekstidele."	""
"rokk"	"jahust ja veest segatud loomatoit"	"informaalsetes"	"Sõna ""rokk"" tähenduses ""jahust ja veest segatud loomatoit"" on pigem slängi või kõnekeele väljend, mida kasutatakse mitteametlikes olukordades. Selline sõna võib esineda näiteks vestlustes, kus räägitakse loomade söötmisest igapäevases keeles, kuid see ei ole tõenäoliselt kasutusel ametlikes dokumentides või teaduslikes tekstides."	""
"sitsima"	"(hrl koera kohta:) esikäppi õhus hoides tagakäppadel istuma, hrl söögipoolist küsides"	"informaalsetes"	"Sõna ""sitsima"" kasutatakse sageli igapäevases kõnepruugis, eriti lemmikloomadega seotud kontekstis. See on pigem kõnekeelne väljend, mida võib kohata vestlustes, blogides või sotsiaalmeedias, kus inimesed räägivad oma lemmikloomade käitumisest. Formaalsetes tekstides, nagu teadusartiklid või ametlikud dokumendid, kasutatakse tõenäoliselt täpsemaid või tehnilisemaid termineid."	""
"sortsutama"	"sel viisil kusema	 väikese koguse kaupa korduvalt valama või voolata laskma"	"informaalsetes"	"Sõna ""sortsutama"" on kõnekeelne ja kirjeldab tegevust, mis on seotud väikese koguse vedeliku valamise või voolamisega. Selline väljend on tõenäolisemalt kasutusel igapäevases kõnes või mitteametlikes tekstides, nagu blogid või vestlused, kus kasutatakse vabamat ja vähem formaalset keelt. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid."	""
"ära kukkuma"	"(nurisünnituse kohta)"	"informaalsetes"	"Väljend ""ära kukkuma"" nurisünnituse kohta on pigem kõnekeelne ja seda kasutatakse tõenäolisemalt mitteametlikes olukordades, nagu vestlused, blogid või sotsiaalmeedia postitused. Ametlikumates ja neutraalsetes kontekstides kasutatakse tõenäoliselt meditsiinilisemaid termineid, nagu ""raseduse katkemine""."	""
"diiler"	"narkootikumide vahendaja või edasimüüja"	"informaalsetes"	"Sõna ""diiler"" narkootikumide vahendaja või edasimüüja tähenduses on tihti seotud kriminaalse tegevusega ja seda kasutatakse sageli mitteametlikes kontekstides, nagu kõnekeel, sotsiaalmeedia või uudised, mis käsitlevad kuritegevust. Formaalsetes tekstides, nagu ametlikud aruanded või seadusandlikud dokumendid, kasutatakse tõenäoliselt täpsemaid ja neutraalsemaid termineid."	""
"frukt"	"toiduks tarvitatav viljapuu vili, nt õun, ploom, pirn	 vili, mis kasvab puu küljes ja mida inimesed söövad, näiteks õun, pirn ja ploom"	"informaalsetes"	"Sõna ""frukt"" on laensõna, mida kasutatakse sageli kõnekeeles ja mitteametlikes olukordades. See on levinud slängisõna, mida kasutatakse igapäevastes vestlustes, näiteks sotsiaalmeedias või sõprade vahelises suhtluses. Formaalsetes tekstides eelistatakse tavaliselt sõna ""vili"" või ""puuvili""."	""
"frukt"	"(eriline, iseäralik, konfliktne) tüüp, tegelane"	"informaalsetes"	"Sõna ""frukt"" kasutatakse sageli slängina, et kirjeldada kedagi, kes on eriline või konfliktne. Selline väljend on tavaliselt levinud igapäevases kõnepruugis, sotsiaalmeedias ja mitteametlikes vestlustes, kus kasutatakse vabamat ja vähem formaalset keelt. Formaalsetes tekstides eelistatakse tõenäoliselt täpsemaid ja neutraalsemaid väljendeid."	""
"jurama"	"tüütut, mõttetut, rumalat juttu ajama	 õiendama"	"informaalsetes"	"Sõna ""jurama"" kasutatakse sageli igapäevases kõnekeeles, et kirjeldada tüütut või mõttetut juttu ajamist. Selline väljend on omane mitteametlikule suhtlusele, nagu näiteks sõpradevahelised vestlused, sotsiaalmeedia postitused või kommentaarid. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid või täpsemaid väljendeid."	""
"kannikas"	"üks kahest ümarast pehmest kehaosast, mis moodustavad tagumiku"	"informaalsetes"	"Sõna ""kannikas"" kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes olukordades, et viidata tagumikule või selle osadele. See on pigem kõnekeelne väljend, mida võib kohata vestlustes, sotsiaalmeedias ja muudes mitteametlikes kontekstides. Formaalsetes tekstides kasutatakse tavaliselt meditsiinilisemaid või neutraalsemaid termineid."	""
"kara"	"mehe suguliige"	"informaalsetes"	"Sõna ""kara"" kasutatakse kõnekeeles ja slängis viitamaks mehe suguelundile. Sellised väljendid on tavaliselt levinud mitteametlikes vestlustes, nagu sõpradevaheline jutt, sotsiaalmeedia postitused või kommentaarid, ning neid ei peeta sobivaks ametlikesse või neutraalsetesse kontekstidesse."	""
"ketrama"	"millestki korduvalt, vahetpidamata rääkima"	"informaalsetes"	"Sõna ""ketrama"" kasutatakse sageli igapäevases kõnekeeles, et kirjeldada olukorda, kus keegi räägib millestki korduvalt ja vahetpidamata. See väljend omab veidi negatiivset varjundit ja on seetõttu sobivam mitteametlikesse vestlustesse, nagu näiteks sõpradevahelised jutud või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid väljendeid."	""
"kiilakas"	"kiilasjää"	"informaalsetes"	"Sõna ""kiilakas"" kasutatakse sageli kõnekeeles ja mitteametlikes kontekstides, et viidata kiilasjääle. See on pigem slängi või kõnekeele väljend, mida võib kohata vestlustes, sotsiaalmeedias või mitteametlikes kirjutistes. Formaalsetes tekstides eelistatakse tõenäoliselt täpsemat ja neutraalsemat terminit nagu ""kiilasjää""."	""
"klaaruma"	"segavatest asjaoludest vabanema (nt udust, pilvedest)	 vaadeldavana puhtamalt, selgemalt paistma hakkama"	"neutraalsetes/formaalsetes"	"Sõna ""klaaruma"" kasutatakse kirjeldamaks olukorda, kus segavad asjaolud kaovad ja midagi hakkab selgemalt paistma. See on pigem neutraalne termin, mida võib kohata nii igapäevases kõnes kui ka ametlikes tekstides, näiteks ilmateadetes või kirjeldustes. Sõna ei oma tugevat informaalset varjundit, mistõttu sobib see hästi ka formaalsematesse kontekstidesse."	""
"kontra"	"(spordis:) värava, korvi, punkti saavutamiseks peale tungimine vastusena vastase rünnakule"	"informaalsetes"	"Sõna ""kontra"" kasutatakse sageli spordivestlustes ja -kommentaarides, mis on tihti informaalset laadi. Sellised vestlused toimuvad sageli sotsiaalmeedias, foorumites ja muudes mitteametlikes kanalites, kus kasutatakse lühendeid ja slängi. Seetõttu on sõna ""kontra"" kasutus pigem informaalne."	""
"koperdama"	"vaevaliselt, komistades, aeglaselt käima"	"informaalsetes"	"Sõna ""koperdama"" on kõnekeelne väljend, mida kasutatakse sageli igapäevastes vestlustes ja mitteametlikes olukordades. See sõna viitab tavaliselt kellegi kohmakale või komistavale liikumisele ning on seetõttu sobivam informaalsetesse tekstidesse, nagu näiteks blogid või sotsiaalmeedia postitused, kus kirjeldatakse kellegi liikumist humoorikalt või mitteformaalselt. Formaalsetes tekstides eelistatakse tõenäoliselt täpsemaid ja neutraalsemaid väljendeid."	""
"kräkk"	"eriti kiiresti sõltuvust tekitav kokaiiniderivaat, mis suitsetamisel mõjub juba mõne sekundi pärast"	"informaalsetes"	"Sõna ""kräkk"" viitab narkootikumile, mis on teema, mida käsitletakse tihti mitteametlikes kontekstides, nagu vestlused, sotsiaalmeedia või foorumid. Selliseid teemasid arutatakse harva formaalsetes või ametlikes tekstides, välja arvatud juhul, kui tegemist on teaduslike või meditsiiniliste uuringutega, kus kasutatakse tõenäolisemalt ametlikumat terminoloogiat."	""
"kupatama"	"kedagi (sunniviisil) kuhugi, midagi tegema saatma või ajama"	"informaalsetes"	"Sõna ""kupatama"" kasutatakse sageli igapäevases kõnepruugis, et kirjeldada kellegi saatmist või ajamist kuhugi, sageli veidi humoorikas või sundivas kontekstis. Selline väljend on tüüpiline mitteametlikule suhtlusele, nagu vestlused sõprade vahel või kergemeelsed tekstid, mitte aga ametlikule või neutraalsele keelekasutusele."	""
"käkkima"	"midagi kiiruga, kehvasti tegema	 midagi ära rikkuma"	"informaalsetes"	"Sõna ""käkkima"" kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, et kirjeldada midagi, mis on tehtud kiirustades või halvasti. See on pigem slängi kuuluv väljend, mida kohtab tihti igapäevases vestluses, blogides või sotsiaalmeedias, mitte aga ametlikes dokumentides või formaalsetes tekstides."	""
"leegionär"	"välismaalt palgatud, mitte oma maa klubis mängiv sportlane"	"neutraalsetes/formaalsetes"	"Sõna ""leegionär"" kasutatakse spordikontekstis, et viidata välismaalt palgatud sportlasele, kes mängib mitte oma maa klubis. See termin on levinud spordiuudistes, ametlikes aruannetes ja analüüsides, kus kasutatakse neutraalset või formaalset keelt. Sõna ei ole seotud slängi või kõnekeelekasutusega, mistõttu sobib see pigem neutraalsetesse või formaalsetesse tekstidesse."	""
"libekala"	"osava jutuga silmakirjalik tüüp"	"informaalsetes"	"Sõna ""libekala"" kasutatakse pigem kõnekeeles ja mitteametlikes olukordades, et kirjeldada kedagi, kes on osava jutuga ja silmakirjalik. Sellised väljendid on tavaliselt levinud igapäevases vestluses, sotsiaalmeedias ja muudes mitteametlikes kontekstides, kus kasutatakse värvikat ja kujundlikku keelt. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid ja täpsemaid väljendeid."	""
"luhvtitama"	"(raha raiskamise, hoogsa kulutamise kohta)"	"informaalsetes"	"Sõna ""luhvtitama"" on slängi või kõnekeele väljend, mida kasutatakse raha raiskamise või hoogsa kulutamise kohta. Sellised väljendid on tavaliselt omased mitteametlikule suhtlusele, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või blogid, kus kasutatakse vabamat ja vähem formaalset keelt."	""
"lutikas"	"väike pealtkuulamisseade"	"informaalsetes"	"Sõna ""lutikas"" kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, et viidata pealtkuulamisseadmele. See on slängitermin, mis sobib pigem igapäevasesse vestlusesse, mitte ametlikesse või formaalsetesse tekstidesse. Formaalsetes kontekstides kasutatakse tõenäolisemalt tehnilisemat või ametlikumat terminit, nagu ""pealtkuulamisseade""."	""
"läbu"	"sisutühi, halvustav vm häiriv jutt internetifoorumis"	"informaalsetes"	"Sõna ""läbu"" kasutatakse sageli internetifoorumites ja sotsiaalmeedias, et kirjeldada sisutühja või häirivat juttu. See on pigem slängi kuuluv väljend, mis sobib rohkem mitteametlikesse vestlustesse ja aruteludesse, mitte ametlikesse või neutraalsetesse tekstidesse."	""
"läbu"	"joomapidu, kus enda järelt ei koristata"	"informaalsetes"	"Sõna ""läbu"" kasutatakse sageli kirjeldamaks olukordi, mis on seotud lõdva käitumise ja korratusega, nagu joomapeod, kus enda järelt ei koristata. Sellised kontekstid on tavaliselt seotud noortekultuuri ja mitteametlike olukordadega, mistõttu on sõna kasutus pigem informaalne. Seda võib kohata vestlustes, sotsiaalmeedias ja muudes mitteametlikes tekstides."	""
"läbu"	"maha jäetud sodi, räpased jäägid"	"informaalsetes"	"Sõna ""läbu"" kasutatakse sageli kõnekeeles ja mitteametlikes kontekstides, et kirjeldada segadust või räpast olukorda. See on pigem slängi kuuluv väljend, mida võib kohata vestlustes, blogides või sotsiaalmeedias, kuid mitte ametlikes dokumentides või formaalsetes tekstides."	""
"läbustama"	"(hoogsalt, kärarikkalt) pidutsema"	"informaalsetes"	"Sõna ""läbustama"" kasutatakse sageli kirjeldamaks hoogsat ja kärarikast pidutsemist, mis on tüüpiline mitteametlikule suhtlusele. Selline sõna võib esineda näiteks noorte omavahelistes vestlustes, sotsiaalmeedia postitustes või blogides, kus kirjeldatakse lõbusat ja muretut ajaveetmist. Formaalsetes või neutraalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid väljendeid nagu ""pidutsema"" või ""meelt lahutama""."	""
"läbustama"	"endast rämpsu ja jäätmeid maha jätma	 midagi maha ajama või peale tilgutama"	"informaalsetes"	"Sõna ""läbustama"" kasutatakse sageli igapäevases kõnekeeles, et kirjeldada tegevust, mis on seotud korratuse või segaduse tekitamisega. See sõna kannab endas negatiivset varjundit ja on tavaliselt seotud olukordadega, mida ei peeta viisakaks või korrektseks. Seetõttu on see pigem levinud mitteametlikes vestlustes ja tekstides, nagu näiteks sõpradevahelised vestlused või sotsiaalmeedia postitused."	""
"läbustama"	"internetifoorumis sisutühja, halvustavat või roppu teksti kirjutama"	"informaalsetes"	"Sõna ""läbustama"" viitab tegevusele, mis on seotud internetifoorumites sisutühja, halvustava või ropu teksti kirjutamisega. Selline tegevus on tavaliselt seotud mitteametliku suhtlusega, mis leiab aset mitteametlikes keskkondades nagu foorumid ja sotsiaalmeedia. Seetõttu on sõna kasutus pigem informaalsetes tekstides."	""
"lällama"	"joobnuna pehmel keelel rääkima, laulujoru ajama vms"	"informaalsetes"	"Sõna ""lällama"" viitab käitumisele, mis on seotud joobeseisundiga ja mida sageli peetakse sotsiaalselt sobimatuks või naljakaks. Selliseid termineid kasutatakse tavaliselt mitteametlikes olukordades, näiteks sõprade vahelises vestluses, sotsiaalmeedias või kirjeldades olukordi, mis ei nõua formaalset keelekasutust."	""
"lällutama"	"joobnuna pehmel keelel rääkima, laulujoru ajama vms"	"informaalsetes"	"Sõna ""lällutama"" viitab tegevusele, mis on seotud joobeseisundiga ja pehmel keelel rääkimisega. Sellised väljendid on tavaliselt kasutusel mitteametlikes olukordades, nagu sõpradevahelised vestlused, sotsiaalmeedia postitused või argikeel, kus kirjeldatakse lõbusalt või kriitiliselt kellegi käitumist. Formaalsetes või neutraalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid väljendeid."	""
"mats"	"heade kommeteta, labase käitumise ja rääkimisega inimene, ka sõimusõnana"	"informaalsetes"	"Sõna ""mats"" kasutatakse sageli negatiivse hinnanguna inimese kohta, kes käitub ebaviisakalt või labaselt. Sellised hinnangud ja sõimusõnad on tavaliselt omased mitteametlikule suhtlusele, näiteks vestlustes, kommentaarides ja sotsiaalmeedias. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid või viisakamaid väljendeid."	""
"mihkel"	"millegi peale hakkaja, milleski osav"	"informaalsetes"	"Sõna ""mihkel"" kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, et kirjeldada kedagi, kes on milleski osav või hakkaja. See on pigem slängi või kõnekeele väljend, mida kohtab rohkem igapäevastes vestlustes ja mitteametlikes tekstides, mitte ametlikes dokumentides või formaalsetes kirjutistes."	""
"moor"	"eakas naine"	"informaalsetes"	"Sõna ""moor"" kasutatakse sageli kõnekeeles ja mitteametlikes kontekstides, et viidata vanemale naisele. See võib kanda ka veidi familiaarset või isegi pisut halvustavat varjundit, mistõttu ei ole see tavapärane valik formaalsetes või neutraalsetes tekstides."	""
"mutt"	"eakas, vana naine"	"informaalsetes"	"Sõna ""mutt"" eaka või vana naise tähenduses on slängiline ja kõnekeelne väljend, mida kasutatakse pigem mitteametlikes olukordades. See võib kanda ka negatiivset või halvustavat varjundit, mistõttu ei sobi see ametlikesse või neutraalsetesse kontekstidesse. Selliseid väljendeid kohtab sagedamini igapäevastes vestlustes, sotsiaalmeedias või kirjanduses tegelaste otsekõnes."	""
