Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
ajaleht	lühikese ajavahemiku järel (nt iga päev või kord nädalas) ilmuv, päevasündmusi käsitlev ning meelelahutust pakkuv väljaanne (paberil, veebis)	neutraalsetes/formaalsetes	"Sõna ""ajaleht"" on standardne ja üldkasutatav termin, mida kasutatakse nii ametlikus kui ka mitteametlikus kontekstis, kuid pigem kaldub see neutraalse/formaalse poole. Seda terminit kasutatakse näiteks uudistes, akadeemilistes tekstides, ametlikes aruannetes jne. Informaalses keskkonnas võib küll sõna kasutada, kuid tihti kasutatakse muid väljendeid."	ei kohaldu
seitung	lühikese ajavahemiku järel (nt iga päev või kord nädalas) ilmuv, päevasündmusi käsitlev ning meelelahutust pakkuv väljaanne (paberil, veebis)	informaalsetes	"Sõna ""seitung"" on argikeelne ja kohati irooniline väljend ajalehe kohta. Seda ei kasutata tavaliselt ametlikes või formaalsetes tekstides, vaid pigem igapäevases kõnes, blogides, sotsiaalmeedias jms, kus keel on vabam. Sõna kannab endas teatavat kergust ja mitteformaalsust, mis ei sobi tõsisesse või ametlikku konteksti."	ajaleht, leht, väljaanne, päevaleht
moekas	käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv	võrdselt	"Sõna ""moekas"" on piisavalt üldlevinud ja neutraalne, et seda kasutada nii informaalsetes kui ka formaalsetes tekstides. See ei kanna endas tugevat slängi või kõnekeelsust, mis piiraks selle kasutust vaid ühte või teise kategooriasse. Samuti ei ole see liiga ametlik, et see ei sobiks argisesse vestlusse."	ei kohaldu
trendikas	käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv	võrdselt	"Sõna ""trendikas"" on üsna levinud ja arusaadav nii informaalsetes kui ka formaalsetes kontekstides. See ei ole släng ega ka liiga ametlik, mistõttu sobib see mõlemasse stiili. Näiteks võib ajakirjanik kirjutada ""trendikas restorani"" ja nooruk ""trendikas riietus"". Sõna ""trendikas"" on kasutusel ka brändinimedes, mis on näide selle neutraalsest või formaalsest kasutuskohast."	ei kohaldu
käkerdis	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalseltes	"Sõna ""käkerdis"" on selgelt hinnanguline ja negatiivse varjundiga, viidates hooletule või oskamatule teostusele. Sellised emotsionaalsed ja subjektiivsed väljendid on tavalisemad informaalsetes, vabamas stiilis tekstides, nagu blogipostitustes, sotsiaalmeedia kommentaarides või vestlustes, kus rääkija väljendab oma isiklikku arvamust. Formaalsetes või neutraalsetes tekstides eelistatakse pigem objektiivsemaid ja vähem hinnangulisi sõnu."	ebakvaliteetne, lohakas töö, praak, nuritöö, kehvasti tehtud asi
plätserdus	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalselt	"Sõna ""plätserdus"" on kõnekeelne ja kannab endas negatiivset varjundit, mis viitab hooletusele ja oskamatusele. Seetõttu on selle kasutamine pigem omane informaalsetele kontekstidele, kus väljendatakse vaba ja subjektiivset arvamust. Formaalses või neutraalses kontekstis eelistataks täpsemaid ja objektiivsemaid väljendeid."	solgutis, käkerdis, kehvasti tehtud töö, praak, lohakustöö
vaib	eriline meeleolu või tunne, mille tekitab teatav koht, sündmus, muusikapala vms	informaalsetes	"Sõna ""vaib"" on laen inglise keelest (""vibe"") ja selle kasutamine eesti keeles on pigem argikeelne ja slängiline. See ei ole levinud ametlikes ega formaalsetes kontekstides. Infomaalsetes tekstides kasutatakse seda sageli noorte seas ja internetisuhtluses."	õhkkond, meeleolu, tunnetus, aura, atmosfäär
nett	arvutivõrkude vaheline ühendus, mis võimaldab mitut tüüpi sideteenuseid (nt sõnumsidet, failiedastust); mis tahes arvutivõrkude üldnimetus	informaalses	"Sõna ""nett"" on lühend ingliskeelsest sõnast ""network"" ja seda kasutatakse antud tähenduses eesti keeles peamiselt argikeeles ja informaalsetes vestlustes. See on pigem kõnekeelne väljend, mis on lühike ja mugav, kuid ei ole tavaline ametlikes või formaalsetes tekstides."	arvutivõrk, võrk, internet
pontšik	rõngakujuline või ümmargune õlis keedetud pirukas	võrdselt	"Sõna ""pontšik"" on eesti keeles küllaltki levinud ja neutraalne termin, mida kasutatakse nii argikeeles, sotsiaalmeedias kui ka ametlikumates kontekstides, näiteks toiduvalmistamise retseptides või tootekirjeldustes. See ei ole släng ega liiga formaalne väljend, seega sobib erinevatesse tekstiliikidesse."	ei kohaldu
sõõrik	rõngakujuline või ümmargune õlis keedetud pirukas	võrdselt	"Sõna ""sõõrik"" on eesti keeles üldlevinud ja neutraalne termin, mida kasutatakse nii informaalsetes kui ka formaalsetes kontekstides. See ei ole släng ega kõnekeelne väljend, vaid pigem standardsõna. Seda võib kohata nii retseptides, toidublogides kui ka igapäevastes vestlustes. Seega ei ole põhjust arvata, et see sõna oleks spetsiifiliselt kas informaalne või formaalne, vaid seda kasutatakse mõlemas."	ei kohaldu
santehnik	torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp	võrdselt	"Sõna ""santehnik"" on eesti keeles laialdaselt kasutusel nii igapäevases kõnes kui ka ametlikumates tekstides. See on üldlevinud termin, mis ei seostu otseselt ei formaalse ega informaalsete tekstidega. Seetõttu kasutatakse seda võrdselt erinevates kontekstides."	ei kohaldu
hinnakahvel	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	"Sõna ""hinnakahvel"" on üsna spetsiifiline termin, mida kasutatakse majandus- ja müügivaldkonnas. See ei ole argikeelne väljend, vaid pigem ametlikum ja täpsem termin, mis seostub hinnakujunduse ja finantsarvestusega. Seetõttu on tõenäolisem, et seda kasutatakse neutraalsetes või formaalsetes tekstides, nagu näiteks ametlikud hinnapakkumised, turuanalüüsid, äriaruanded, lepingud jne. Informaalsetes tekstides, nagu blogid ja foorumid, võib küll ka seda sõna kohata, kuid seal eelistatakse sageli lihtsamaid väljendeid."	ei kohaldu
hinnavahemik	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	"Sõna ""hinnavahemik"" on pigem neutraalne termin, mida kasutatakse nii igapäevases keeles kui ka formaalsemates tekstides nagu majandusanalüüsid, tootekirjeldused, hinnapakkumised, lepingud jne. See ei ole släng ega eriti kõnekeelne väljend, seega ei sobi see hästi ka informaalsetesse tekstidesse, mida sa kirjeldasid, kus kasutatakse tihtipeale vabamat ja otsesemat sõnavara."	ei kohaldu
ökojalajälg	näitaja, mis suhestab arvulise suurusena inimtegevuse mõju keskkonnale inimese kasutuses oleva ökoloogilise varuga	neutraalsetes/formaalsetes	"Sõna ""ökojalajälg"" on termin, mida kasutatakse keskkonnaalases diskursuses ja teaduses, samuti poliitikas ja planeerimises. See on spetsiifiline mõiste, millel on täpne definitsioon ja mida kasutatakse objektiivse info esitamiseks. Seetõttu on selle kasutus pigem neutraalsetes ja formaalsetes tekstides. Näiteks kasutatakse seda mõistet teadusartiklites, ametlikes dokumentides, aruannetes ja teemakohastes artiklites."	ei kohaldu
plagama	põgenema, ära jooksma; kiiresti jooksma	informaalsetes	"Sõna ""plagama"" on kõnekeelne ja pärineb slängist. See väljendab pigem kiireloomulist või salajast põgenemist/ära jooksmist ning ei ole tavapärane kirjakeeles või ametlikes tekstides. Seetõttu kasutatakse seda peamiselt informaalsetes kontekstides."	minema liduma, põgenema, putku panema, jalga laskma
putket panema	põgenema, ära jooksma, jalga laskma	informaalsetes	"Väljend ""putket panema"" on slängiline ja kõnekeelne. Seda ei kasutata ametlikes tekstides ega formaalsetes olukordades. Sõna on pigem omane igapäevasele suulisele suhtlusele või mitteametlikele kirjalikele tekstidele nagu sotsiaalmeedia, blogid jms."	põgenema, ära jooksma, jalga laskma, kaduma panema, haihtuma, plehku panema, minema liduma
stepsel	paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada	informaalsetes	"Sõna ""stepsel"" on argikeelne ja mitte eriti formaalne väljend. Kuigi seda võidakse kasutada ka neutraalses kontekstis, on see siiski pigem levinud informaalsetes olukordades nagu vestlustes, blogides või sotsiaalmeedias. Formaalsetes tekstides eelistatakse pigem sõna ""pistikupesa""."	pistikupesa, seinakontakt
igatemoodi	igas suhtes, igas mõttes, igal moel	informaalsetes	"Sõna ""igatemoodi"" on kõnekeelne ja pisut familiaarne, seda ei peeta üldiselt kirjakeeles sobivaks. Seetõttu kasutatakse seda pigem informaalsetes tekstides, nagu blogid, kommentaarid, sotsiaalmeedia ja vestlused. Neutraalsetes ja formaalsetes tekstides kasutataks pigem ametlikumaid ja täpsemaid väljendeid."	igati, igasugusel moel, igal viisil, kõigiti, kõigis suhetes
poisiklutt	väike (vahva, tore) poiss, poisike või poisiohtu nooruk 	informaalseltes	"Sõna ""poisiklutt"" on selgelt hellitav ja familiaarne väljend, mida ei kasutata ametlikes või formaalsetes kontekstides. See on pigem emotsionaalne ja lapsepärane väljend, mis viitab lähedasele suhtele või muhedale meeleolule. Selline sõnakasutus sobib hästi informaalsetesse vestlustesse, blogidesse või sotsiaalmeediakanalitesse."	poisike, noorhärra, (väike) poiss, kutt, mudilane
moor	eakas naine; naissoost abielupool; ema või vanaema	informaalses	"Sõna ""moor"" kasutatakse antud tähenduses (eakas naine, naissoost abielupool, ema või vanaema) tänapäeva eesti keeles peamiselt informaalsetes tekstides ja sageli ka humoorikas või iroonilises võtmes. See ei ole tavaline sõna neutraalses või formaalses keelekasutuses, kus eelistatakse pigem sõnu nagu ""vanaema"", ""ema"", ""abikaasa"" või ""eakas naine"". Sõna ""moor"" on oma tähenduse poolest vananenud ja selle kasutamine võib mõnes kontekstis olla ka mitteaktsepteeritav."	eakas naine, vanaproua, vanaema, ema, abikaasa
