Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
käkerdis	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalsetes	"Sõna ""käkerdis"" on kõnekeelne ja veidi halvustava tooniga väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See on emotsionaalselt laetud sõna, mis väljendab rahulolematust millegi kvaliteedi suhtes. Formaalsetes tekstides (nt ametlikud dokumendid, akadeemilised tööd) eelistatakse neutraalsemaid väljendeid. ""Käkerdis"" sobib pigem igapäevasesse kõnekeelde, sotsiaalmeediasse, blogidesse või mitteametlikesse vestlustesse."	praak, ebakvaliteetne töö, vilets tulemus, kehv teostus, lohakalt tehtud asi
plätserdus	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalsetes	"Sõna ""plätserdus"" on kõnekeelne ja slängihõnguline väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See on ekspressiivne ja hinnanguline sõna, mis viitab halvasti tehtud tööle. Selle häälikuline kuju (onomatopoeetiline algus ""pläts-"") viitab samuti kõnekeelsusele. Ametlikes dokumentides, akadeemilistes tekstides või formaalses suhtluses seda sõna tavaliselt ei kasutata."	praak, ebakvaliteetne töö, lohakalt tehtud töö, käperdis, sušš, vusserdis
vaib	eriline meeleolu või tunne, mille tekitab teatav koht, sündmus, muusikapala vms	informaalsetes	"Sõna ""vaib"" on inglise keele sõnast ""vibe"" tuletatud laensõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes kontekstides. See on levinud eriti noorema põlvkonna seas, sotsiaalmeedia postitustes, blogides ja igapäevases suhtluses. Eesti Keele Instituudi sõnastikes on see märgitud kõnekeelseks väljendiks. Formaalsetes või ametlikes tekstides eelistatakse tavaliselt eestikeelseid vasteid."	atmosfäär, meeleolu, õhkkond, aura, tunne, meelelaad, hingus
nett	arvutivõrkude vaheline ühendus, mis võimaldab mitut tüüpi sideteenuseid (nt sõnumsidet, failiedastust); mis tahes arvutivõrkude üldnimetus	informaalsetes	"Sõna ""nett"" on lühendatud ja kõnekeelne variant sõnast ""internet"". Seda kasutatakse peamiselt informaalsetes kontekstides nagu igapäevane suhtlus, sotsiaalmeedia, foorumid ja blogid. Ametlikes dokumentides, akadeemilistes tekstides või formaalsetes kontekstides eelistatakse täispikka ja neutraalsemat terminit ""internet"" või ""veeb""."	internet, veeb, võrk, küberruum, virtuaalruum
pontšik	rõngakujuline või ümmargune õlis keedetud pirukas	informaalsetes	"Sõna ""pontšik"" on vene keelest laenatud kõnekeelne sõna, mida kasutatakse peamiselt argises kõnepruugis ja informaalsetes tekstides. See on levinud eelkõige suulises kõnes, sotsiaalmeedias, blogides ja muudes mitteametlikes kontekstides. Formaalsetes või neutraalsetes tekstides (nt uudistes, ametlikes dokumentides, teadustekstides) eelistatakse tavaliselt eestikeelseid vasteid."	sõõrik, rõngassai, munkkringel, kohvikringel
sõõrik	rõngakujuline või ümmargune õlis keedetud pirukas	neutraalsetes/formaalsetes	"Sõna ""sõõrik"" on eesti keeles neutraalne termin, mida kasutatakse rõngakujuliste õlis küpsetatud tainast toodete tähistamiseks. See on ametlik eestikeelne vaste ingliskeelsele sõnale ""donut"" või ""doughnut"". Sõna esineb nii toiduretseptides, menüüdes kui ka toiduainete kirjeldustes. See pole slängisõna ega liiga informaalne väljend, vaid täiesti aktsepteeritav termin ka formaalsemas kontekstis."	ei kohaldu
santehnik	torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp	informaalsetes	"Sõna ""santehnik"" on vene keelest (сантехник) laenatud kõnekeelne väljend, mida kasutatakse peamiselt suulises kõnes ja informaalsetes tekstides. See ei ole eesti keele ametlik termin, vaid pigem slängisõna, mis on levinud igapäevases kasutuses. Ametlikes dokumentides, ametlikes teadaannetes või formaalsetes tekstides eelistatakse eestikeelseid vasteid."	torulukksepp, torumees, sanitaartehnik, vee- ja kanalisatsioonitööde spetsialist
hinnakahvel	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	"Sõna ""hinnakahvel"" on majandus- ja ärivaldkonna termin, mida kasutatakse peamiselt neutraalsetes ja formaalsetes kontekstides nagu ärianalüüsid, hinnastrateegiad, majandusaruanded ja -prognoosid. See on spetsiifiline termin, mis tähistab hinnatasemete vahemikku ning on levinud erialakeeles. Sõna struktuur ja kasutus viitab pigem ametlikule keelekasutusele, mitte kõnekeelsele väljendile."	ei kohaldu
hinnavahemik	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	"Sõna ""hinnavahemik"" on neutraalne ja formaalne termin, mida kasutatakse laialdaselt ametlikes dokumentides, ärikirjades, toodete kirjeldustes, hinnakirjades ja muudes formaalsetes kontekstides. See on korrektne majandustermin, mis on kasutusel nii kaubanduses, turunduses kui ka ametlikes hinnakirjades. Sõna on täpne ja konkreetne ning ei sisalda slängi ega kõnekeelseid elemente."	ei kohaldu
ökojalajälg	näitaja, mis suhestab arvulise suurusena inimtegevuse mõju keskkonnale inimese kasutuses oleva ökoloogilise varuga	neutraalsetes/formaalsetes	"Sõna ""ökojalajälg"" on teaduslik termin, mida kasutatakse peamiselt keskkonnateaduse, ökoloogia ja jätkusuutlikkuse valdkonnas. See esineb sageli teaduslikes artiklites, keskkonnaraportites, õpikutes ja ametlikes dokumentides. Termin on spetsiifiline ja täpne, mitte kõnekeelne väljend. Seda kasutatakse, kui on vaja täpselt kirjeldada inimtegevuse keskkonnamõju mõõtmise meetodit. Kuigi termin võib esineda ka populaarteaduslikes tekstides ja keskkonnateemalistel veebilehtedel, säilitab see oma formaalse iseloomu."	ei kohaldu
plagama	põgenema, ära jooksma; kiiresti jooksma	informaalsetes	"Sõna ""plagama"" on kõnekeelne ja slängilik väljend, mida kasutatakse peamiselt informaalses suhtluses. See ei ole kirjakeele normile vastav sõna, mida leiaks ametlikes dokumentides või akadeemilistes tekstides. Sõna esineb rohkem suulises kõnes, internetisuhtluses, noorte slängis ja mitteametlikes kirjalikes tekstides nagu blogid, foorumid ja sotsiaalmeedia postitused."	põgenema, pagema, jooksma, kiirustama, lippama, kappama, jalga laskma, plehku panema, minema jooksma
putket panema	põgenema, ära jooksma, jalga laskma	informaalsetes	"Väljend ""putket panema"" on slängiline väljend, mis pärineb soome keelest (putket = torud) ja on levinud eesti keeles peamiselt kõnekeeles ja informaalsetes kontekstides. Seda kasutatakse enamasti noorte seas, internetisuhtluses, foorumites ja sotsiaalmeedia postitustes. Ametlikes dokumentides, uudistes või akadeemilistes tekstides seda väljendit ei kohta."	põgenema, jalga laskma, plehku panema, jooksu pistma, minema lipsama, pagema, kaduma tõmbama
stepsel	paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada	informaalsetes	"Sõna ""stepsel"" on laensõna saksa keelest (Steckdose) ja kuulub pigem kõnekeelsesse registrisse. Ametlikes või formaalsetes tekstides (nt seadusandlus, tehnilised juhendid, ametlikud dokumendid) kasutatakse enamasti neutraalsemaid termineid. ""Stepsel"" on levinud igapäevases suhtluses ja informaalsetes kontekstides."	pistikupesa, seinakontakt, elektrikontakt, voolupesa
igatemoodi	igas suhtes, igas mõttes, igal moel	neutraalsetes/formaalsetes	"Sõna ""igatemoodi"" on eesti keeles levinud määrsõna, mida kasutatakse nii kirjalikus kui ka suulises keeles. See on standardkeele osa ja sobib kasutamiseks nii neutraalsetes kui ka formaalsetes kontekstides. Sõna on korrektse struktuuriga (igat+moodi) ja ei kanna slängilikku või liiga kõnekeelset varjundit. Seda võib kohata nii ilukirjanduses, ajakirjanduses kui ka ametlikes tekstides."	ei kohaldu
poisiklutt	väike (vahva, tore) poiss, poisike või poisiohtu nooruk 	informaalsetes	"Sõna ""poisiklutt"" on pigem kõnekeelne ja emotsionaalselt laetud väljend, mida kasutatakse enamasti informaalsetes kontekstides. See sisaldab deminutiivset varjundit ja väljendab teatud soojust või familiaarsust. Sõna ""klutt"" osa on kõnekeelne, mis viitab väikesele poisile veidi mängulisemas toonis. Ametlikes dokumentides või formaalsetes tekstides sellist sõna tavaliselt ei kasutata."	poiss, poisike, nooruk, poisiohtu noormees, väikemees
moor	eakas naine; naissoost abielupool; ema või vanaema	informaalsetes	"Sõna ""moor"" tähenduses ""eakas naine; naissoost abielupool; ema või vanaema"" on pigem kõnekeelne ja vanamoeline väljend, mida tänapäeval kasutatakse peamiselt informaalsetes kontekstides. See on sageli kasutusel murdelises kõnes, rahvapärimuses või vanemas kirjanduses. Tänapäevases ametlikus või neutraalses keelekasutuses eelistatakse täpsemaid ja neutraalsemaid väljendeid."	eit, vanaema, memm, vanem naine, abikaasa, naine, ema
