Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
ajaleht	lühikese ajavahemiku järel (nt iga päev või kord nädalas) ilmuv, päevasündmusi käsitlev ning meelelahutust pakkuv väljaanne (paberil, veebis)	võrdselt	"Sõna ""ajaleht"" on neutraalne ja sobib kasutamiseks nii ametlikes kui ka mitteametlikes tekstides.  See on üldlevinud ja arusaadav termin, mis tähistab selgelt perioodilist trükiväljaannet või selle veebiversiooni. Seda kasutatakse uudistes, artiklites, igapäevases vestluses ja ka akadeemilistes töödes."	ei kohaldu
seitung	lühikese ajavahemiku järel (nt iga päev või kord nädalas) ilmuv, päevasündmusi käsitlev ning meelelahutust pakkuv väljaanne (paberil, veebis)	informaalsetes	"Sõna ""seitung"" on rahvakeelne ja humoorikas/irooniline nimetus ajalehele või ajakirjale. See kannab endas kergelt halvustavat või üleolevat varjundit ja ei sobi seetõttu ametlikesse või neutraalsetesse tekstidesse.  Seda kasutatakse peamiselt kõnekeeles ja mitteformaalsetes kirjalikes tekstides, näiteks blogides või kommentaariumites."	ajaleht, päevaleht, nädalaleht, väljaanne, ajakiri
moekas	käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv	informaalsetes	"Sõna ""moekas"" kannab endas suhteliselt subjektiivset ja ajutist hinnangut, mis sobib paremini argikeelde ja mitteametlikku suhtlusse.  Formaalsetes ja ametlikes tekstides eelistatakse tavaliselt täpsemaid ja objektiivsemaid väljendeid, mis kirjeldavad nähtust või eset konkreetsemalt, selle ajastulisust või trendikust rõhutamata.  Näiteks teadusartiklis kõlaks ""moekas"" lähenemine veidi kohatult."	nüüdisaegne, kaasaegne, ajakohane, trendikas, populaarne, levinud, tänapäevane
trendikas	käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv	informaalsetes	"Sõna ""trendikas"" on laenatud inglise keelest (""trendy"") ja kannab endas kõnekeelset ja kergelt moeloovat varjundit. Kuigi seda mõistetakse laialdaselt, kasutatakse seda eeskätt just mitteametlikes, igapäevastes suhtlussituatsioonides ja meedias, näiteks blogides, sotsiaalmeedias ja ajakirjanduses.  Ametlikes ja teaduslikes tekstides eelistatakse tavaliselt stiililiselt neutraalsemaid ja täpsemaid vasteid."	kaasaegne, nüüdisaegne, ajakohane, moekas, populaarne
käkerdis	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalsetes	"Sõna ""käkerdis"" on oma kõla ja tähenduse poolest selgelt ekspressiivne ja emotsionaalselt laetud. See viitab ebaprofessionaalsele ja lohakale tööle ning kannab endas negatiivset hinnangut. Seega sobib see pigem argiseenivatesse ja mitteametlikesse olukordadesse, kus selline otsekohene ja kriitiline väljendusviis on aktsepteeritav.  Ametlikes ja neutraalsetes tekstides eelistatakse tavaliselt pehmemaid ja diplomaatilisemaid väljendeid."	praak, soperdis, käkk, vigane töö, ebaõnnestunud töö, vilets töö, halb töö, apsakas
plätserdus	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalsetes	"Sõna ""plätserdus"" kõlab kõnekeelselt ja ekspressiivselt.  See kannab endas negatiivset hinnangut ja emotsionaalset laengut, mis teeb selle sobimatuks formaalseks või ametlikuks suhtluseks.  Seda kasutatakse pigem argises kõnes,  sotsiaalmeedias või blogides, kus väljendatakse isiklikke aruseisusid ja suhtumine on vabam. Formaalsemates tekstides eelistatakse neutraalsemaid ja objektiivsemaid väljendeid."	praak, käkerdis, soperdis, vigur, apsakas, ebaõnnestumine, halb töö, vilets töö, nurjunud töö
vaib	eriline meeleolu või tunne, mille tekitab teatav koht, sündmus, muusikapala vms	informaalsetes	"Sõna ""vaib"" selles tähenduses on suhteliselt uus ja laenuline (inglise keelest ""vibe"").  Seda kasutatakse peamiselt noorte kõnekeeles ja internetisuhtluses, andes edasi emotsionaalset hinnangut või muljet.  Formaalsetes ja ametlikes tekstides peetakse seda sobimatuks."	atmosfäär, meeleolu, aura, õhkkond
nett	arvutivõrkude vaheline ühendus, mis võimaldab mitut tüüpi sideteenuseid (nt sõnumsidet, failiedastust); mis tahes arvutivõrkude üldnimetus	informaalsetes	"Sõna ""nett"" on lühike ja kõnekeelne vorm sõnast ""internet"". Kuigi see on laialdaselt mõistetav ja kasutusel, peetakse seda ametlikes ja formaalsetes tekstides liiga argiseks.  Ametlikes dokumentides, teadusartiklites ja muudes formaalsetes tekstides eelistatakse täielikku sõna ""internet"" või muid täpsemaid termineid olenevalt kontekstist."	internet, arvutivõrk, võrgustik, küberruum
pontšik	rõngakujuline või ümmargune õlis keedetud pirukas	informaalsetes	"Sõna ""pontšik"" on eesti keeles suupärane ja argikeelne nimetus õlis küpsetatud magusale pirukale. Kuigi sõna mõistetakse laialdaselt, kasutatakse seda pigem igapäevases kõnekeeles ja mitteametlikes tekstides. Kokaraamatutes ja ametlikumas keeles eelistatakse kirjeldamaid ja neutraalsemaid termineid."	sõõrik, õlis praetud pirukas, donits
sõõrik	rõngakujuline või ümmargune õlis keedetud pirukas	informaalsetes	"Sõna ""sõõrik"" on igapäevases kõnekeeles ja mitteformaalsetes tekstides väga levinud. Kuigi see on arusaadav ja üldtuntud, on ametlikes või formaalsetes tekstides, näiteks toiduainetööstuse dokumentatsioonis, retseptiraamatutes või toitlustusasutuste menüüdes, eelistatud kasutada neutraalsemaid ja spetsiifilisemaid termineid. ""Sõõrik"" kõlab kodusemalt ja lihtsamalt."	õlikook, munk, donits
santehnik	torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp	võrdselt	"Sõna ""santehnik"" on eesti keeles üldtunnustatud ja laialdaselt kasutatav termin nii argikeeles kui ka ametlikes dokumentides. See ei ole släng ega omanda erilist emotsionaalset värvingut. Seega sobib see nii informaalsetesse kui ka formaalsetesse tekstidesse."	ei kohaldu
hinnakahvel	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	"""Hinnakahvel"" on küllaltki spetsiifiline termin, mis viitab hinnavahemikule.  Seda kasutatakse sageli majandus-, äri- ja finantskontekstides, kus on vaja täpselt ja selgelt väljendada hinna varieeruvust. Kuigi sõna võib kohata ka informaalsemates tekstides, on selle esinemissagedus ja sobivus neutraalsetes ja formaalsetes tekstides märgatavalt suurem.  Sõna on selge ja arusaadav ka ilma sügavama majandusalase taustata, mistõttu sobib see ka laiemale publikule suunatud tekstidesse."	ei kohaldu
hinnavahemik	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	"""Hinnavahemik"" on täpne ja selge sõna, mis sobib hästi ametlikesse ja informatiivsetesse tekstidesse.  See on levinud majandus- ja äritekstides, tootekirjeldustes, statistikas jne.  Kuigi sõna mõistetakse ka argisuhtluses, eelistatakse seal sageli lihtsamaid ja lühemaid väljendeid."	ei kohaldu
ökojalajälg	näitaja, mis suhestab arvulise suurusena inimtegevuse mõju keskkonnale inimese kasutuses oleva ökoloogilise varuga	neutraalsetes/formaalsetes	"""Ökojalajälg"" on spetsiifiline termin, mis kirjeldab täpselt keskkonnamõju mõõtmist.  Seda kasutatakse teaduslikes töödes, ametlikes dokumentides, uudistes ja hariduses. Kuigi sõna võib esineda ka informaalsetes tekstides, on selle peamine kasutusvaldkond siiski neutraalne/formaalne."	ei kohaldu
plagama	põgenema, ära jooksma; kiiresti jooksma	informaalsetes	"Sõna ""plagama"" on kõnekeelne ja ekspressiivne, andes edasi kiirustamise ja ehk isegi pisut paanilist põgenemist. See ei sobi ametlikesse või akadeemilistesse tekstidesse.  Seda kasutatakse pigem argises suhtluses, jutustades või kirjeldades elavaid ja emotsionaalseid olukordi."	jooksma, põgenema, lippama, kihutama, spurtima, pagema
putket panema	põgenema, ära jooksma, jalga laskma	informaalsetes	"Väljend ""putket panema"" on kõnekeelne ja idiomaatiline. See on emotsionaalselt laetud ja humoorikas viis põgenemise kirjeldamiseks. Sellist väljendit ei kasutata ametlikes dokumentides, teadusartiklites ega muudes formaalsetes tekstides. See sobib pigem argisuhtlusse, jutustavatesse tekstidesse ja ilukirjandusse, kus soovitakse luua elavat ja mitteametlikku stiili."	põgenema, jooksma, lahkuma, eemalduma, kaduma, jalga laskma
stepsel	paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada	informaalsetes	"""Stepsel"" on kõnekeelne ja argine sõna, mis on laialt levinud igapäevases suhtluses. Formaalsemates ja tehnilisemates tekstides kasutatakse tavaliselt täpsemaid ja ametlikumaid termineid. ""Stepsel"" omab kergelt naljatleva ja mitteametliku varjundi, mistõttu see sobib hästi blogidesse, foorumitesse ja argisuhtlusesse, kuid mitte ametlikesse dokumentidesse või tehnilistesse kirjeldustesse."	pistikupesa, seinakontakt, vooluvõrgu pesa
igatemoodi	igas suhtes, igas mõttes, igal moel	informaalsetes	"Sõna ""igatemoodi"" kõlab kõnekeeles loomulikult ja seda kasutatakse sageli argisuhtluses. Kirjalikus, eriti ametlikus ja formaalses keeles, eelistatakse täpsemaid ja stiililiselt neutraalsemaid vasteid.  ""Igatemoodi"" võib mõjuda liiga üldistava ja ebapreetsena tõsisemates tekstides."	igati, kõigiti, täielikult, igas aspektis, kõiki pidi
poisiklutt	väike (vahva, tore) poiss, poisike või poisiohtu nooruk 	informaalsetes	"Sõna ""poisiklutt"" kannab endas hellitavat ja pisut naljatlevat varjundit, mis teeb selle sobimatuks formaalseteks või ametlikeks tekstideks.  See on pigem emotsionaalselt laetud sõna, mida kasutatakse lähedaste inimeste vahelises suhtluses või mitteametlikes kontekstides, nagu blogipostitused, jututoad või sotsiaalmeedia.  Sõna ""klutt"" lisab tähendusele kergelt humoorikat ja argisemat tooni."	poiss, poisike, noormees, nooruk,  (kontekstist sõltuvalt võib sobida ka)  põnn, jõmpsikas
moor	eakas naine; naissoost abielupool; ema või vanaema	informaalsetes	"Sõna ""moor"" selles tähenduses on vananenud ja kannab endas halvustavat varjundit.  Seda peetakse ebaviisakaks ja lugupidamatuks ning seetõttu väldib enamik inimesi selle kasutamist neutraalsetes ja formaalsetes kontekstides.  Sobivam on see humoorikas või iroonilises võtmes tuttavate inimeste vahelises suhtluses, näiteks slängina."	abikaasa, naine, ema, vanaema, proua, daam
