"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"	"sünonüümid"
"seitung"	"lühikese ajavahemiku järel (nt iga päev või kord nädalas) ilmuv, päevasündmusi käsitlev ning meelelahutust pakkuv väljaanne (paberil, veebis)"	"informaalsetes"	"Sõna ""seitung"" on laenatud saksa keelest ja seda kasutatakse eesti keeles pigem mitteametlikult või slängina, eriti nooremate inimeste seas või kontekstides, kus soovitakse kasutada võõrapäraseid väljendeid. See ei ole standardne eesti keele sõna ja seetõttu ei ole see tavapärane neutraalsetes või formaalsetes tekstides."	"ajaleht, leht, väljaanne, perioodika"
"moekas"	"käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv"	"informaalsetes"	"Sõna 'moekas' kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes kontekstides, nagu vestlused sõprade vahel, sotsiaalmeedia postitused ja blogid, et kirjeldada midagi, mis on hetkel trendikas või populaarne. Formaalsetes tekstides eelistatakse tihti täpsemaid või neutraalsemaid väljendeid."	"trendikas, stiilne, moodne, kaasaegne"
"trendikas"	"käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv"	"informaalsetes"	"Sõna 'trendikas' kasutatakse sageli igapäevases kõnepruugis, eriti noorte seas ja sotsiaalmeedias, et kirjeldada midagi, mis on hetkel moes või populaarne. See on pigem kõnekeelne väljend, mida kohtab harvemini ametlikes või akadeemilistes tekstides, kus eelistatakse neutraalsemaid või formaalsemaid väljendeid."	"moekas, kaasaegne, populaarne, ajakohane"
"käkerdis"	"asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö"	"informaalsetes"	"Sõna 'käkerdis' kannab endas negatiivset hinnangut ja kõnekeelset varjundit, mistõttu kasutatakse seda pigem igapäevases kõnes, mitteametlikes olukordades või tekstides, kus väljendatakse isiklikku arvamust või emotsioone. See ei sobi ametlikesse või neutraalsetesse tekstidesse, kus eelistatakse neutraalsemaid ja täpsemaid väljendeid."	"praak, ebaõnnestumine, kehv töö, vilets töö"
"plätserdus"	"asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö"	"informaalsetes"	"Sõna ""plätserdus"" kannab endas negatiivset varjundit ja viitab töö kvaliteedi puudumisele, mis on omane informaalsetele väljenditele. Seda kasutatakse sageli igapäevases kõnes, et väljendada rahulolematust või kriitikat kellegi töö suhtes. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja vähem emotsionaalseid väljendeid."	"praak, käkk, käkerdis, käkerdamine, lohakus, lohakalt tehtud töö."
"vaib"	"eriline meeleolu või tunne, mille tekitab teatav koht, sündmus, muusikapala vms"	"informaalsetes"	"Sõna ""vaib"" on laenatud inglise keelest (vibe) ja seda kasutatakse sageli noorte seas ning mitteametlikes vestlustes, nagu sotsiaalmeedia postitustes, chativestlustes ja blogides. See ei ole veel täielikult omaks võetud formaalses või neutraalses keelekasutuses, kus eelistatakse pigem traditsioonilisemaid väljendeid."	"meeleolu, atmosfäär, õhkkond"
"nett"	"arvutivõrkude vaheline ühendus, mis võimaldab mitut tüüpi sideteenuseid (nt sõnumsidet, failiedastust); mis tahes arvutivõrkude üldnimetus"	"informaalsetes"	"Sõna 'nett' kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes tekstides, nagu blogid, foorumid ja sotsiaalmeedia, et viidata internetile või arvutivõrkudele. See on lühendatud ja lihtsustatud vorm, mis sobib hästi kiireks suhtlemiseks ja on seetõttu levinud just mitteametlikus kontekstis."	"internet, arvutivõrk, võrk"
"pontšik"	"rõngakujuline või ümmargune õlis keedetud pirukas"	"informaalsetes"	"Sõna ""pontšik"" on laenatud vene keelest ja seda kasutatakse sageli igapäevases kõnekeeles, eriti nooremate inimeste seas või mitteametlikes olukordades. See on pigem kõnekeelne väljend, mida võib kohata sotsiaalmeedias, blogides või sõpradevahelistes vestlustes. Ametlikumates või neutraalsetes tekstides eelistatakse tavaliselt sõna ""sõõrik""."	"sõõrik, donut"
"sõõrik"	"rõngakujuline või ümmargune õlis keedetud pirukas"	"informaalsetes"	"Sõna 'sõõrik' on eesti keeles pigem kõnekeelne ja seda kasutatakse sageli igapäevastes vestlustes, sotsiaalmeedias ja muudes mitteametlikes kontekstides. See ei ole tavaliselt ametlikes dokumentides või formaalsetes tekstides kasutatav termin, kus eelistatakse neutraalsemaid väljendeid."	"sõõrjas pirukas, rõngaspirukas, donut (inglise keelest)"
"santehnik"	"torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp"	"informaalsetes"	"Sõna 'santehnik' on laenatud vene keelest ja seda kasutatakse sageli igapäevases kõnepruugis, eriti mitteametlikes olukordades. See on levinud sõna, mida kasutatakse vestlustes, kus ei nõuta ametlikku keelekasutust. Ametlikes dokumentides ja tekstides eelistatakse kasutada täpsemaid ja ametlikumaid termineid nagu 'torulukksepp'."	"torulukksepp, torutööde spetsialist"
"hinnakahvel"	"võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus"	"neutraalsetes/formaalsetes"	"Sõna ""hinnakahvel"" on spetsiifiline termin, mida kasutatakse majanduse ja finantsvaldkonna kontekstis. Sellised terminid on tavaliselt osa ametlikust ja tehnilisest sõnavarast, mida kasutatakse analüüsides, aruannetes ja muudes professionaalsetes dokumentides. Seetõttu on see pigem neutraalne või formaalne väljend, mitte informaalne."	"ei kohaldu"
"hinnavahemik"	"võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus"	"neutraalsetes/formaalsetes"	"Sõna ""hinnavahemik"" on spetsiifiline termin, mida kasutatakse sageli majanduse, kaubanduse ja finantsvaldkonna tekstides, kus on oluline täpsus ja selgus. Sellised tekstid on tavaliselt neutraalsed või formaalsed, näiteks aruanded, analüüsid, lepingud ja ametlikud dokumendid."	"ei kohaldu"
"ökojalajälg"	"näitaja, mis suhestab arvulise suurusena inimtegevuse mõju keskkonnale inimese kasutuses oleva ökoloogilise varuga"	"neutraalsetes/formaalsetes"	"Sõna ""ökojalajälg"" on spetsiifiline termin, mida kasutatakse keskkonnateaduses ja -poliitikas, et kirjeldada inimtegevuse mõju keskkonnale. Sellised terminid on tavaliselt levinud teaduslikes, hariduslikes ja ametlikes aruteludes, kus käsitletakse keskkonnaalaseid küsimusi. Seetõttu on see pigem neutraalne või formaalne sõna, mida kasutatakse akadeemilistes ja ametlikes kontekstides."	"ei kohaldu"
"plagama"	"põgenema, ära jooksma; kiiresti jooksma"	"informaalsetes"	"Sõna ""plagama"" on slängi või kõnekeele väljend, mida kasutatakse pigem mitteametlikes olukordades, nagu igapäevane vestlus, sotsiaalmeedia või noorte kõnepruuk. See ei ole tavaliselt levinud ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid ja standardsemaid väljendeid."	"põgenema, ära jooksma, kiiresti jooksma"
"putket panema"	"põgenema, ära jooksma, jalga laskma"	"informaalsetes"	"Väljend ""putket panema"" on släng ja seda kasutatakse peamiselt kõnekeeles ning mitteametlikes olukordades. Sellised väljendid on tavapärased sõpradevahelistes vestlustes, sotsiaalmeedias ja muudes mitteametlikes tekstides, kuid mitte ametlikes dokumentides või formaalsetes olukordades."	"põgenema, ära jooksma, jalga laskma"
"stepsel"	"paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada"	"informaalsetes"	"Sõna ""stepsel"" on eesti keeles pigem kõnekeelne ja seda kasutatakse tihti igapäevastes vestlustes või mitteametlikes tekstides. Ametlikes ja tehnilistes kontekstides kasutatakse sagedamini sõna ""pistikupesa""."	"pistikupesa, seinakontakt"
"igatemoodi"	"igas suhtes, igas mõttes, igal moel"	"informaalsetes"	"Sõna 'igatemoodi' kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes tekstides, nagu blogid, foorumid ja sotsiaalmeedia postitused. See väljend on loomult mitteametlik ja sobib hästi olukordadesse, kus soovitakse rõhutada mitmekesisust või erinevaid viise, kuid mitte tingimata ametlikus kontekstis."	"igasugusel viisil, igal võimalikul moel, mitmel viisil, mitmeti"
"poisiklutt"	"väike (vahva, tore) poiss, poisike või poisiohtu nooruk "	"informaalsetes"	"Sõna ""poisiklutt"" on kõnekeelne ja seda kasutatakse sageli sõbralikus või hellitavas kontekstis, et viidata väikesele poisile või noorukile. Selline väljend on tavaliselt levinud igapäevases vestluses, mitte ametlikes dokumentides või formaalsetes tekstides."	"poisike, poiss, nooruk, laps, poisiohtu nooruk"
"moor"	"eakas naine; naissoost abielupool; ema või vanaema"	"informaalsetes"	"Sõna 'moor' kasutatakse sageli kõnekeeles ja mitteametlikes kontekstides, et viidata eakale naisele, naissoost abielupoolele või emale/vanaemale. See sõna võib kanda ka veidi humoorikat või familiaarset varjundit, mistõttu ei ole see tavaliselt kasutusel ametlikes või neutraalsetes tekstides."	"ema, vanaema, abikaasa, naine, proua"
