Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
trendikas	käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv	informaalsetes	Sõna 'trendikas' on tuletatud ingliskeelsest sõnast 'trendy' ning on pigem kasutusel informaalsetes suhtlussituatsioonides nagu sotsiaalmeedia, vestlused sõpradega, blogid ja noortepärases keelekasutuses. Formaalsetes tekstides eelistatakse täpsemaid ja neutraalsemaid väljendeid.	
käkerdis	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalsetes	Sõna 'käkerdis' on selgelt emotsionaalne ja hinnanguline väljend, mis viitab millegi kehvasti tegemisele. Sellised sõnad on tavapäraselt kasutusel igapäevases kõnekeeles, sõprade ja tuttavate vahel vestlemisel, kus saab vabamalt väljendada oma suhtumist. Formaalsetes tekstides eelistatakse neutraalsemaid väljendeid, mis ei sisalda negatiivset emotsionaalset laengut.	
plätserdus	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalsetes	Sõna 'plätserdus' on selgelt emotsionaalne ja hinnanguline väljend, mis viitab kehvale tööle või tegemisele. Selliseid sõnu kasutatakse tavaliselt mitteametlikus suhtluses, kus saab väljendada isiklikku suhtumist ja kriitikat. Formaalsetes tekstides eelistataks neutraalsemaid väljendeid, mis ei sisalda otsest negatiivset hinnangut.	
vaib	eriline meeleolu või tunne, mille tekitab teatav koht, sündmus, muusikapala vms	informaalsetes	Sõna 'vaib' on slängiline väljend, mis pärineb inglise keele sõnast 'vibe' ning seda kasutatakse peamiselt noorte ja kaasaegses kõnekeeles. Selline väljend on iseloomulik pigem mitteametlikele suhtlussituatsioonidele nagu sotsiaalmeedia, vestlused sõpradega, blogid ja foorumid.	
nett	arvutivõrkude vaheline ühendus, mis võimaldab mitut tüüpi sideteenuseid (nt sõnumsidet, failiedastust); mis tahes arvutivõrkude üldnimetus	informaalsetes	Sõna 'nett' on laenatud inglise keelest (net) ja seda kasutatakse pigem informaalsetes vestlustes, blogides, kommentaarides ja sotsiaalmeedia suhtluses. Ametlikes teadustekstides, IT-dokumentatsioonis ja ametlikes dokumentides eelistatakse täpsemaid termineid nagu 'arvutivõrk', 'internetivõrk' või 'võrguühendus'.	
pontšik	rõngakujuline või ümmargune õlis keedetud pirukas	informaalsetes	Sõna 'pontšik' on pigem slängiline ja igapäevakeelne väljend, mida kasutatakse peamiselt argivestlustes, perekonnas ja sõprade seas. See on pärit vene keelest ning pole täielikult kohanenud ametlikus keelekasutuses.	
sõõrik	rõngakujuline või ümmargune õlis keedetud pirukas	informaalsetes	Sõna 'sõõrik' on pigem kodune, murdelise taustaga sõna, mida kasutatakse rohkem argivestluses, perekonnas ja kohalikus kõnekeeles. Formaalsetes tekstides (nt teaduslik kirjandus, ametlikud dokumendid) eelistatakse täpsemat kirjeldust või üldisemat terminit.	
santehnik	torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp	informaalsetes	Sõna 'santehnik' on päritolult venekeelne laensõna (санитехник), mis on tekkinud sõnadest sanitaarne ja tehnika. See on pigem igapäevakeelne, kõnekeelne termin, mida kasutatakse rohkem mitteametlikes vestlustes, olmekeeles ja informaalses suhtluses. Ametlikes dokumentides ja formaalsetes tekstides eelistatakse täpsemaid ametinimetusi nagu torulukksepp, veevärgilukksepp või torumees.	
hinnakahvel	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	võrdselt	Sõna 'hinnakahvel' on tehniline termin, mida kasutatakse nii majandus- ja finantsvaldkonna formaalsetes tekstides (nt aruanded, analüüsid, teadusartiklid) kui ka informaalsetes kõnekeelsetes vestlustes (nt investeerimisfoorumid, majandusajakirjandus). Termin on piisavalt spetsiifiline, et olla täpne, kuid samas ka piisavalt lühike ja lihtne, et seda kasutataks nii ametlikus kui mitteametlikus suhtluses.	
hinnavahemik	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	võrdselt	Sõna 'hinnavahemik' on neutraalne termin, mida kasutatakse nii ametlikes dokumentides (nt hinnapakkumistes, majandusaruannetes) kui ka igapäevases suhtluses (nt poodides, turul). See on selge ja täpne termin, mis sobib erinevatesse kontekstidesse.	
ökojalajälg	näitaja, mis suhestab arvulise suurusena inimtegevuse mõju keskkonnale inimese kasutuses oleva ökoloogilise varuga	võrdselt	Sõna 'ökojalajälg' on teaduslik termin, mida kasutatakse nii akadeemilistes publikatsioonides, teadusartiklites kui ka populaarteaduslikes väljaannetes ning igapäevases keskkonnahoiu-alases suhtluses. Sõna on piisavalt läbipaistev ja arusaadav, et seda kasutada nii formaalsetes kui ka informaalsetes kontekstides.	
plagama	põgenema, ära jooksma; kiiresti jooksma	informaalsetes	Sõna 'plagama' on pigem kõnekeelne, argine väljend, mida kasutatakse mitteametlikus suhtluses sõprade, tuttavate või pereliikmete vahel. See on emotsionaalne ja värvika tähendusega sõna, mis viitab kiirele, ärevustatud liikumisele.	
putket panema	põgenema, ära jooksma, jalga laskma	informaalsetes	Sõnaühend 'putket panema' on väga kollokviaalne, slängiline väljend, mida kasutatakse peamiselt mitteametlikus suhtluses sõprade ja tuttavate vahel. See väljend on pigem kõnekeelne ja sobib hästi argisesse suhtlusse, kuid mitte ametlikesse dokumentidesse ega formaalsesse kirjakeelde.	
stepsel	paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada	informaalsetes	Sõna 'stepsel' on pigem igapäevases, mitteametlikus keelekasutuses levinud väljend. See on lähemalt seotud kõnekeelse suhtlusega ning ei kuulu range ametliku terminoloogia hulka. Sõna mõjub pigem koduselt ja lihtsalt, mida kasutatakse peamiselt argivestlustes, perekonnas ja sõprade vahel.	
igatemoodi	igas suhtes, igas mõttes, igal moel	informaalsetes	Sõna 'igatemoodi' on pigem kõnekeelne väljend, mida kasutatakse eelkõige mitteametlikus suhtluses. See on lühendatud ja mugandatud variant sõnadest 'igal moel' või 'igas suhtes'. Selline väljend on iseloomulik pigem argivestlusele, kiiremale suhtlusviisile, kus täpsus pole esmatähtis.	
poisiklutt	väike (vahva, tore) poiss, poisike või poisiohtu nooruk 	informaalsetes	Sõna 'poisiklutt' on selgelt emotsionaalne ja hinnanguline väljend, mis sisaldab hellitavat, kuid samas pisut lapsikut tooni. Sellised väljendid on tüüpilised just informaalses suhtluses, kus kasutatakse emotsionaalsemaid ja värvikamaid väljendeid.	
moor	eakas naine; naissoost abielupool; ema või vanaema	informaalsetes	Sõna 'moor' tähenduses 'eakas naine' on pigem murdetaust ja perekondlik väljend, mida kasutatakse enamasti mitteametlikus suhtluses, näiteks pereringis, sõprade vahel või kohalikus kõnepruugis. See on pigem emotsionaalne ja mittestandardne väljend, mis ei sobi ametlikesse dokumentidesse ega formaalsesse suhtlusesse.	
