Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
ajaleht	lühikese ajavahemiku järel (nt iga päev või kord nädalas) ilmuv, päevasündmusi käsitlev ning meelelahutust pakkuv väljaanne (paberil, veebis)	neutraalsetes/formaalsetes	"Sõna 'ajaleht' on neutraalne terminoloogiline sõna, mida kasutatakse laialdaselt nii ametlikes dokumentides, akadeemilistes tekstides kui ka igapäevases suhtluses. See on eesti keeles põhiline ja standardne termin perioodilise väljaande tähistamiseks. Sõna ei kanna endas informaalset või kõnekeelset varjundit ning on kasutusel ka ametlikes kontekstides (nt ""ajalehe tellimus"", ""ajalehe toimetus"", ""ajalehe väljaandja"")."	ei kohaldu
seitung	lühikese ajavahemiku järel (nt iga päev või kord nädalas) ilmuv, päevasündmusi käsitlev ning meelelahutust pakkuv väljaanne (paberil, veebis)	informaalsetes	Sõna 'seitung' on laensõna saksa keelest (Zeitung) ja on eesti keeles vananenud ning kõnekeelne variant. Seda kasutatakse tänapäeval peamiselt kõnekeeles, humoristlikus või iroonilises kontekstis, vahel ka vanema põlvkonna kõnepruugis. See esineb tihti just informaalsetes keskkondades nagu blogid, foorumid või sotsiaalmeedia postitused, kus keelekasutus on vabam.	ajaleht, päevaleht, leht, ajakirjandusväljaanne
moekas	käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv	neutraalsetes/formaalsetes	Sõna 'moekas' on tänapäeva eesti keeles neutraalne sõna, mida kasutatakse laialdaselt nii ajakirjanduses, reklaamtekstides kui ka ametlikes kirjeldustes. See ei kanna endas informaalset või kõnekeelset varjundit ning on sobiv kasutamiseks ka formaalsemas kontekstis. Sõna on levinud eriti moodi, disaini ja elustiili puudutavates tekstides, kus see toimib neutraalse kirjeldava terminina.	ei kohaldu
trendikas	käesolevale ajale iseloomulik või kohane, (oma arengult) sellele vastav; valitsevale moele või ajastu suundumustele vastav, moes olev või moodi järgiv	informaalsetes	Sõna 'trendikas' on kõnekeelsem variant, mida kohtab sagedamini informaalsetes keskkondades nagu blogid, sotsiaalmeedia ja ajakirjade vabamas stiilis artiklid. Sõna moodustus (-kas liide) ja kasutuskontekst viitavad pigem argisemale keelekasutusele. See on eriti populaarne nooremate keelekasutajate seas ja mitteametlikus suhtluses.	moodne, ajakohane, kaasaegne, moepärane, nüüdisaegne
käkerdis	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalsetes	Sõna 'käkerdis' on selgelt halvustava tooniga ning seda kasutatakse pigem kõnekeelses ja mitteametlikus kontekstis. See on emotsionaalselt laetud väljend, mis sobib paremini informaalsesse suhtlusse, blogidesse ja sotsiaalmeediasse, kus inimesed väljendavad oma rahulolematust millegi kehvasti tehtu suhtes.	praaktöö, ebakvaliteetne töö, vilets töö, ebaõnnestunud töö
plätserdus	asi, mis on oskamatult või kiiruga, hooletult tehtud, kehv töö	informaalsetes	Sõna 'plätserdus' on kõnekeelne ja halvustava varjundiga väljend, mida kasutatakse peamiselt mitteametlikus suhtluses. Selle häälikuline kuju (onomatopoeetiline sõna) ja kasutuskontekst viitavad selgelt informaalsele keelekasutusele. Sellist sõna kohtab tõenäolisemalt argivestlustes, sotsiaalmeedia postitustes või foorumites, mitte ametlikes dokumentides või akadeemilistes tekstides.	praaktöö, ebakvaliteetne töö, lohakas töö, vilets töö
vaib	eriline meeleolu või tunne, mille tekitab teatav koht, sündmus, muusikapala vms	informaalsetes	Sõna 'vaib' on inglise keele sõnast 'vibe' tuletatud laensõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes keskkondades, eriti noorte seas ning sotsiaalmeedias. See ei ole veel keelendina piisavalt juurdunud, et seda neutraalses või formaalses kontekstis kasutada. Sõna esineb sageli just blogides, sotsiaalmeedia postitustes ja vabamas suhtluses.	meeleolu, atmosfäär, õhkkond, aura, meelelaad, tunnetus
nett	arvutivõrkude vaheline ühendus, mis võimaldab mitut tüüpi sideteenuseid (nt sõnumsidet, failiedastust); mis tahes arvutivõrkude üldnimetus	informaalsetes	Sõna 'nett' on kõnekeelne lühend sõnast 'internet'. Seda kasutatakse peamiselt mitteametlikus suhtluses, sotsiaalmeedia postitustes, foorumites ja igapäevases kõnekeeles. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid, uudised) eelistatakse täispikka vormi või neutraalsemaid sünonüüme.	internet, veeb, küberruum, arvutivõrk
pontšik	rõngakujuline või ümmargune õlis keedetud pirukas	informaalsetes	Sõna 'pontšik' on laensõna vene keelest (пончик) ja seda kasutatakse pigem argises, mitteametlikus kõnepruugis. See on eriti levinud suulises kõnes, blogides, sotsiaalmeedia postitustes ja muudes informaalsetes kontekstides. Sõna kannab endas teatud nostalgilist või argist varjundit, mis seostub nõukogude perioodi ja tänavamüügiga.	sõõrik, rõngassai, õlisai
sõõrik	rõngakujuline või ümmargune õlis keedetud pirukas	neutraalsetes/formaalsetes	Sõna 'sõõrik' on neutraalne termin, mida kasutatakse laialdaselt nii ajakirjanduses, retseptides kui ka toiduainetetööstuses. See on eestikeelne ametlik nimetus sellele küpsetisele ning seda kasutatakse ka formaalsetes kontekstides, näiteks menüüdes ja toiduainete märgistustel.	ei kohaldu
santehnik	torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp	informaalsetes	Sõna 'santehnik' on vene keelest (сантехник) laenatud kõnekeelne sõna, mida kasutatakse peamiselt igapäevases suhtluses, foorumites, kommentaariumides ja muudes informaalsetes keskkondades. See on rahvakeelne väljend, mis on küll laialt levinud, kuid mida ametlikes dokumentides või formaalsetes tekstides üldiselt välditakse.	torulukksepp, torumees, torutööline
hinnakahvel	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	Sõna 'hinnakahvel' on levinud majandus- ja ärivaldkonna terminina, mida kasutatakse sageli ametlikes dokumentides, ärianalüüsides, börsiteadetes ja majandusuudistes. See on professionaalne termin, mis väljendab täpselt konkreetset majanduslikku kontseptsiooni. Sõna struktuur ja kasutuskontekst viitavad pigem formaalsele või neutraalsele kasutusele.	ei kohaldu
hinnavahemik	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	Sõna 'hinnavahemik' on neutraalne ja formaalne termin, mida kasutatakse laialdaselt ametlikes dokumentides, ärikommunikatsioonis, kinnisvarakuulutustes, toodete kirjeldustes ja muudes formaalsetes kontekstides. See on täpne ja professionaalne väljend, mis ei sisalda kõnekeelseid või informaalseid konnotatsioone. Sõna struktuur (liitsõna 'hind' + 'vahemik') on samuti tüüpiline ametlikule keelekasutusele.	ei kohaldu
ökojalajälg	näitaja, mis suhestab arvulise suurusena inimtegevuse mõju keskkonnale inimese kasutuses oleva ökoloogilise varuga	neutraalsetes/formaalsetes	Sõna 'ökojalajälg' on teaduslik termin, mida kasutatakse peamiselt keskkonnaalastes teadustekstides, ametlikes dokumentides, keskkonnakaitse ja jätkusuutlikkuse teemalistes artiklites ning haridusasutuste materjalides. See on standardne termin, mis väljendab konkreetset mõõdetavat näitajat. Sõna struktuur (öko + jalajälg) on läbipaistev ja professionaalne, mitte kõnekeelne või slängilik.	ei kohaldu
plagama	põgenema, ära jooksma; kiiresti jooksma	informaalsetes	Sõna 'plagama' on kõnekeelne väljend, mida kasutatakse peamiselt informaalses suhtluses ja tekstides. See on emotsionaalselt laetud ja väljendusrikas sõna, mida kohtab sageli internetisuhtluses, blogides, foorumites ja igapäevases kõnekeeles. Formaalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) seda tavaliselt ei kasutata.	põgenema, pagema, ära jooksma, jalga laskma, kiiresti lahkuma
putket panema	põgenema, ära jooksma, jalga laskma	informaalsetes	'Putket panema' on slängilik väljend, mis on tõenäoliselt laenatud soome keelest (putket = torud). Seda kasutatakse peamiselt kõnekeeles ja informaalsetes olukordades, eriti noorte seas ning internetisuhtluses. Väljend on oma olemuselt liiga familiaarne ja mitteametlik, et sobida formaalsesse või neutraalsesse keelekasutusse.	põgenema, pagema, ära jooksma, jalga laskma, plehku panema, minema jooksma, lahkuma
stepsel	paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada	informaalsetes	Sõna 'stepsel' on kõnekeelne laensõna saksa keelest (Steckdose) ja seda kasutatakse peamiselt igapäevases suhtluses ning informaalsetes tekstides. See on rahvakeelne väljend, mida kohtab tihti suulises kõnes, foorumites ja mitteametlikes kirjutistes.	pistikupesa, seinakontakt, elektrikontakt
igatemoodi	igas suhtes, igas mõttes, igal moel	informaalsetes	Sõna 'igatemoodi' on pigem kõnekeelne väljend, mida kohtab sagedamini informaalsetes tekstides nagu blogid, foorumid ja sotsiaalmeedia postitused. See on liitsõna, mis on moodustunud sõnadest 'igat' ja 'moodi', ning selle kasutus on vabam ja vähem ametlik võrreldes formaalsete alternatiividega.	igal moel, igal viisil, igas suhtes, igas mõttes, mitmel viisil, mitmeti
poisiklutt	väike (vahva, tore) poiss, poisike või poisiohtu nooruk 	informaalsetes	Sõna 'poisiklutt' on hellitlev ja emotsionaalselt laetud liitsõna, kus '-klutt' lisab sõnale familiaarse või koduse varjundi. Seda kasutatakse tavaliselt argikeeles, mitteametlikus suhtluses ja olukordades, kus soovitakse väljendada sooja või sõbralikku suhtumist. Sõna esineb sageli just informaalsetes tekstides nagu blogid, sotsiaalmeedia postitused või igapäevane suhtlus.	poiss, poisike, nooruk, noormees, poisiohtu nooruk
moor	eakas naine; naissoost abielupool; ema või vanaema	informaalsetes	Sõna 'moor' on pigem kõnekeelne ja familiaarne väljend, mida kasutatakse sageli just vabamas suhtluses, rahvapärases kõnes ning informaalsetes tekstides. See võib kanda nii hellitavat kui ka veidi halvustavat varjundit, sõltuvalt kontekstist. Seda kohtab tihti just rahvajuttudes, ilukirjanduses tegelaste kõnes ning vabamas internetisuhtluses.	vanaproua, eakas naine, vanem naine, memm (neutraalsem), proua (abielupoole kohta), abikaasa (abielupoole kohta)

