Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
pontšik	rõngakujuline või ümmargune õlis keedetud pirukas	informaalsetes	"""Pontšik"" kõlab mängulisemalt ja argisemalt kui näiteks ""rõngassai"".  See seostub pigem igapäevase kõnekeelega ja mitteametliku suhtlusega."	rõngassai, sõõrik
sõõrik	rõngakujuline või ümmargune õlis keedetud pirukas	neutraalsetes/formaalsetes	"""Sõõrik"" on igapäevane ja üldtunnustatud sõna, mida kasutatakse nii kõnekeeles kui ka kirjalikes tekstides, sh kokaraamatutes ja ajaleheartiklites.  See ei ole släng ega spetsiifiliselt informaalsele keelekasutusele omane."	ei kohaldu
santehnik	torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp	neutraalsetes/formaalsetes	"Sõna ""santehnik"" on igapäevaelus ja ametlikes tekstides üldlevinud nimetus torutööde spetsialisti kohta.  See ei kanna endas mingit erilist stiililist varjundit."	ei kohaldu
hinnakahvel	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	"""Hinnakahvel"" on levinud termin majandus- ja ärivaldkonnas, kus kasutatakse pigem formaalset keelt.  Sõna ise on kokku pandud kahest neutraalsest sõnast ""hind"" ja ""kahvel"", mis viitab vahemikule. Seega sobib see ka ametlikku ja neutraalsesse konteksti."	ei kohaldu
hinnavahemik	võimaliku kõrgeima ja võimaliku madalaima hinna vaheala hinnaastmikus	neutraalsetes/formaalsetes	"""Hinnavahemik"" on korrektne ja selge sõna, mida kasutatakse sageli ametlikes dokumentides, hinnakirjades ja muudes formaalsetes tekstides.  See ei ole släng ega kõnekeelne väljend."	ei kohaldu
ökojalajälg	näitaja, mis suhestab arvulise suurusena inimtegevuse mõju keskkonnale inimese kasutuses oleva ökoloogilise varuga	neutraalsetes/formaalsetes	"""Ökojalajälg"" on termin, mida kasutatakse keskkonnamõju kirjeldamiseks teaduslikes ja ametlikes kontekstides. See on piisavalt spetsiifiline ja täpne, et seda kasutada ka formaalsetes tekstides.  Kuigi see on üldlevinud ja arusaadav ka laiema avalikkuse jaoks, ei seostu see otseselt informaalse keelekasutusega."	ei kohaldu
plagama	põgenema, ära jooksma; kiiresti jooksma	informaalsetes	"""Plagama"" kõlab kõnekeelse ja argise sõnana.  See sobib hästi jutukõnesse ja mitteametlikku suhtlusse.  See tekitab tunde, et tegemist on kiire ja ehk pisut koomilise põgenemisega.  Ametlikes või tõsistes tekstides kasutataks pigem teisi sõnu."	põgenema, jooksma, lippama, pagema, putkama
putket panema	põgenema, ära jooksma, jalga laskma	informaalsetes	"Väljend ""putket panema"" on kõnekeelne ja idiomaatiline, mis viitab selle mitteformaalsele iseloomule.  See sobib hästi argisesse suhtlusse ja jutukatesse olukordadesse, aga ametlikes või formaalsetes tekstides mõjuks see kohatu."	põgenema, jalga laskma, ära jooksma, pagema, kaduma
stepsel	paikne seadis, millesse torgatakse pistik, et elektririistu vooluvõrku ühendada	informaalsetes	"""Stepsel"" on kõnekeelne ja argine sõna, mida kasutatakse igapäevases suhtluses. Formaalsemates tekstides ja ametlikus keeles kasutatakse teisi, täpsemaid termineid."	pistikupesa, seinakontakt, vooluvõrgu pesa
igatemoodi	igas suhtes, igas mõttes, igal moel	informaalsetes	"""Igatemoodi"" kõlab kõnekeelsemalt ja vähem ametlikumalt kui selle sünonüümid.  See esineb sageli jutustavas stiilis ja argikäibes."	igas suhtes, igas mõttes, igal moel, igati, mitmeti, mitut moodi
poisiklutt	väike (vahva, tore) poiss, poisike või poisiohtu nooruk 	informaalsetes	"Sõna ""poisiklutt"" kannab endas hellitavat, natuke naljatlevat ja mitteametlikku varjundit. See sobib hästi igapäevakõnesse ja mitteformaalsesse suhtlusse, aga ametlikes või tõsistes tekstides mõjuks see kohatu."	poiss, poisike, nooruk, laps
moor	eakas naine; naissoost abielupool; ema või vanaema	informaalsetes	"Sõna ""moor"" tähenduses 'eakas naine; naissoost abielupool; ema või vanaema' kannab endas halvustavat ja iroonilist varjundit. Seega sobib see pigem mitteametlikku ja isiklikku suhtlusse, näiteks pere või sõprade vahel.  Ametlikes ja avalikes tekstides on selle kasutamine ebasobiv."	abikaasa, naine, ema, vanaema, proua
sämplima	arvutis helisignaali töötlema, helilõiku sampleri abil digitaalsena talletama	informaalsetes	"Sõna ""sämplima"" on tuletatud inglise keelest (""sampling"") ja seda kasutatakse peamiselt muusikaprogrammide ja helitehnoloogiaga seotud mitteametlikes vestlustes, foorumites ja blogides.  See kõlab suupäraselt ja tehniliselt spetsiifiliselt, mistõttu ametlikes või teaduslikes tekstides seda tavaliselt ei kohta."	heli salvestama/töötlema, helinäidist võtma, helinäidist looma, digiteerima
samplima	arvutis helisignaali töötlema, helilõiku sampleri abil digitaalsena talletama	informaalsetes	"Sõna ""samplima"" kõlab suupäraselt ja tehnilise terminoloogiana.  See viitab spetsiifilisele tegevusele muusika loomisel ja töötlemisel, mis on levinud just mitteametlikumas suhtluses muusikute, produtsentide ja hobimuusikute vahel."	heli proovi võtma, helinäidist salvestama, sämplima
